ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Context
Chaozhou_00f5-0129_n,Chaozhou,00f5-0129_n,õĩ,,,Cihui,n
Chaozhou_00e3-0169_n,Chaozhou,00e3-0169_n,ãũ,,,Cihui,n
Chaozhou_00f5-0169_n,Chaozhou,00f5-0169_n,õũ,,,Cihui,n
Chaozhou_0069_n,Chaozhou,0069_n,i,,,Cihui,n
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0075_n,Chaozhou,0075_n,u,,,Cihui,n
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0259-0075_n,Chaozhou,0259-0075_n,əu,,,Cihui,n
Chaozhou_0129_n,Chaozhou,0129_n,ĩ,,,Cihui,n
Chaozhou_0129_m,Chaozhou,0129_m,ĩ,,,Cihui,m
Chaozhou_00e3_n,Chaozhou,00e3_n,ã,,,Cihui,n
Chaozhou_0129_m,Chaozhou,0129_m,ĩ,,,Cihui,m
Chaozhou_1ebd_n,Chaozhou,1ebd_n,ẽ,,,Cihui,n
Chaozhou_0129_m,Chaozhou,0129_m,ĩ,,,Cihui,m
Chaozhou_0169_n,Chaozhou,0169_n,ũ,,,Cihui,n
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0069_n,Chaozhou,0069_n,i,,,Cihui,n
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0061-0069_n,Chaozhou,0061-0069_n,ai,,,Cihui,n
Chaozhou_0169_m,Chaozhou,0169_m,ũ,,,Cihui,m
Chaozhou_00e3_n,Chaozhou,00e3_n,ã,,,Cihui,n
Chaozhou_0169_m,Chaozhou,0169_m,ũ,,,Cihui,m
Chaozhou_1ebd_n,Chaozhou,1ebd_n,ẽ,,,Cihui,n
Chaozhou_0169_m,Chaozhou,0169_m,ũ,,,Cihui,m
Chaozhou_0129_n,Chaozhou,0129_n,ĩ,,,Cihui,n
Chaozhou_0169_m,Chaozhou,0169_m,ũ,,,Cihui,m
Chaozhou_00e3-0129_n,Chaozhou,00e3-0129_n,ãĩ,,,Cihui,n
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_006d_c,Chaozhou,006d_c,m,,,Cihui,c
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_006f_n,Chaozhou,006f_n,o,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_026f_n,Chaozhou,026f_n,ɯ,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_0070_c,Chaozhou,0070_c,p,,,Cihui,c
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_006f_n,Chaozhou,006f_n,o,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_026f_n,Chaozhou,026f_n,ɯ,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_0069_n,Chaozhou,0069_n,i,,,Cihui,n
Chaozhou_006d_c,Chaozhou,006d_c,m,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_006d_c,Chaozhou,006d_c,m,,,Cihui,c
Chaozhou_0069_n,Chaozhou,0069_n,i,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_006f_n,Chaozhou,006f_n,o,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_0069_n,Chaozhou,0069_n,i,,,Cihui,n
Chaozhou_0070_c,Chaozhou,0070_c,p,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_0070_c,Chaozhou,0070_c,p,,,Cihui,c
Chaozhou_0069_n,Chaozhou,0069_n,i,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_006f_n,Chaozhou,006f_n,o,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_006d_c,Chaozhou,006d_c,m,,,Cihui,c
Chaozhou_0075_n,Chaozhou,0075_n,u,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_014b_c,Chaozhou,014b_c,ŋ,,,Cihui,c
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_0070_c,Chaozhou,0070_c,p,,,Cihui,c
Chaozhou_0075_n,Chaozhou,0075_n,u,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_006b_c,Chaozhou,006b_c,k,,,Cihui,c
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_006f_n,Chaozhou,006f_n,o,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_006f-0069_n,Chaozhou,006f-0069_n,oi,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0061-0075_n,Chaozhou,0061-0075_n,au,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_1ebd_n,Chaozhou,1ebd_n,ẽ,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0069_n,Chaozhou,0069_n,i,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0075_n,Chaozhou,0075_n,u,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0069_m,Chaozhou,0069_m,i,,,Cihui,m
Chaozhou_0259-0075_n,Chaozhou,0259-0075_n,əu,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0129_n,Chaozhou,0129_n,ĩ,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0075_n,Chaozhou,0075_n,u,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0061_n,Chaozhou,0061_n,a,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_0075_m,Chaozhou,0075_m,u,,,Cihui,m
Chaozhou_0065_n,Chaozhou,0065_n,e,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_006d-0329_n,Chaozhou,006d-0329_n,m̩,,,Cihui,n
Chaozhou_006e-0329_n,Chaozhou,006e-0329_n,n̩,,,Cihui,n
Chaozhou_014b-030d_n,Chaozhou,014b-030d_n,ŋ̍,,,Cihui,n
Chaozhou_014b-030d_n,Chaozhou,014b-030d_n,ŋ̍,,,Cihui,n
Chaozhou_0294_c,Chaozhou,0294_c,ʔ,,,Cihui,c
Chaozhou_00b3-00b3_t/ip,Chaozhou,00b3-00b3_t/ip,³³,,,Cihui,t/ip
Chaozhou_2075-2075_t/ap,Chaozhou,2075-2075_t/ap,⁵⁵,,,Cihui,t/ap
Chaozhou_2075-00b3_t/is,Chaozhou,2075-00b3_t/is,⁵³,,,Cihui,t/is
Chaozhou_00b3-2075_t/as,Chaozhou,00b3-2075_t/as,³⁵,,,Cihui,t/as
Chaozhou_00b2-00b9-00b3_t/iq,Chaozhou,00b2-00b9-00b3_t/iq,²¹³,,,Cihui,t/iq
Chaozhou_00b9-00b9_t/aq,Chaozhou,00b9-00b9_t/aq,¹¹,,,Cihui,t/aq
Chaozhou_00b2-00b9_t/ir,Chaozhou,00b2-00b9_t/ir,²¹,,,Cihui,t/ir
Chaozhou_00b2-00b9_t/ir,Chaozhou,00b2-00b9_t/ir,²¹,,,Cihui,t/ir
Chaozhou_2074_t/ar,Chaozhou,2074_t/ar,⁴,,,Cihui,t/ar
Beijing_0070_i,Beijing,0070_i,p,,,Cihui,i
Beijing_0070-2019_i,Beijing,0070-2019_i,p’,,,Cihui,i
Beijing_006d_i,Beijing,006d_i,m,,,Cihui,i
Beijing_0066_i,Beijing,0066_i,f,,,Cihui,i
Beijing_0074_i,Beijing,0074_i,t,,,Cihui,i
Beijing_0074-2019_i,Beijing,0074-2019_i,t’,,,Cihui,i
Beijing_006e_i,Beijing,006e_i,n,,,Cihui,i
Beijing_006c_i,Beijing,006c_i,l,,,Cihui,i
Beijing_0074-0073_i,Beijing,0074-0073_i,ts,,,Cihui,i
Beijing_0074-0073-2019_i,Beijing,0074-0073-2019_i,ts’,,,Cihui,i
Beijing_0073_i,Beijing,0073_i,s,,,Cihui,i
Beijing_0074-0282_i,Beijing,0074-0282_i,tʂ,,,Cihui,i
Beijing_0074-0282-2019_i,Beijing,0074-0282-2019_i,tʂ’,,,Cihui,i
Beijing_0282_i,Beijing,0282_i,ʂ,,,Cihui,i
Beijing_0290_i,Beijing,0290_i,ʐ,,,Cihui,i
Beijing_0074-0255_i,Beijing,0074-0255_i,tɕ,,,Cihui,i
Beijing_0074-0255-2019_i,Beijing,0074-0255-2019_i,tɕ’,,,Cihui,i
Beijing_0255_i,Beijing,0255_i,ɕ,,,Cihui,i
Beijing_006b_i,Beijing,006b_i,k,,,Cihui,i
Beijing_006b-2019_i,Beijing,006b-2019_i,k’,,,Cihui,i
Beijing_0078_i,Beijing,0078_i,x,,,Cihui,i
Beijing_027f_n,Beijing,027f_n,ɿ,,,Cihui,n
Beijing_0285_n,Beijing,0285_n,ʅ,,,Cihui,n
Beijing_025a_n/r,Beijing,025a_n/r,ɚ,,,Cihui,n/r
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_0259_n,Beijing,0259_n,ə,,,Cihui,n
Beijing_006f_n,Beijing,006f_n,o,,,Cihui,n
Beijing_0061-0069_n,Beijing,0061-0069_n,ai,,,Cihui,n
Beijing_0065-0069_n,Beijing,0065-0069_n,ei,,,Cihui,n
Beijing_0061-0075_n,Beijing,0061-0075_n,au,,,Cihui,n
Beijing_006f-0075_n,Beijing,006f-0075_n,ou,,,Cihui,n
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_006e_c,Beijing,006e_c,n,,,Cihui,c
Beijing_0065_n,Beijing,0065_n,e,,,Cihui,n
Beijing_006e_c,Beijing,006e_c,n,,,Cihui,c
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_014b_c,Beijing,014b_c,ŋ,,,Cihui,c
Beijing_0259_n,Beijing,0259_n,ə,,,Cihui,n
Beijing_014b_c,Beijing,014b_c,ŋ,,,Cihui,c
Beijing_0069_n,Beijing,0069_n,i,,,Cihui,n
Beijing_0069_m,Beijing,0069_m,i,,,Cihui,m
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_0069_m,Beijing,0069_m,i,,,Cihui,m
Beijing_0065_n,Beijing,0065_n,e,,,Cihui,n
Beijing_0069_m,Beijing,0069_m,i,,,Cihui,m
Beijing_0061-0075_n,Beijing,0061-0075_n,au,,,Cihui,n
Beijing_0069_m,Beijing,0069_m,i,,,Cihui,m
Beijing_006f-0075_n,Beijing,006f-0075_n,ou,,,Cihui,n
Beijing_0069_m,Beijing,0069_m,i,,,Cihui,m
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_006e_c,Beijing,006e_c,n,,,Cihui,c
Beijing_0069_n,Beijing,0069_n,i,,,Cihui,n
Beijing_006e_c,Beijing,006e_c,n,,,Cihui,c
Beijing_0069_m,Beijing,0069_m,i,,,Cihui,m
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_014b_c,Beijing,014b_c,ŋ,,,Cihui,c
Beijing_0069_n,Beijing,0069_n,i,,,Cihui,n
Beijing_014b_c,Beijing,014b_c,ŋ,,,Cihui,c
Beijing_0075_n,Beijing,0075_n,u,,,Cihui,n
Beijing_0075_m,Beijing,0075_m,u,,,Cihui,m
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_0075_m,Beijing,0075_m,u,,,Cihui,m
Beijing_006f_n,Beijing,006f_n,o,,,Cihui,n
Beijing_0075_m,Beijing,0075_m,u,,,Cihui,m
Beijing_0061-0069_n,Beijing,0061-0069_n,ai,,,Cihui,n
Beijing_0075_m,Beijing,0075_m,u,,,Cihui,m
Beijing_0065-0069_n,Beijing,0065-0069_n,ei,,,Cihui,n
Beijing_0075_m,Beijing,0075_m,u,,,Cihui,m
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_006e_c,Beijing,006e_c,n,,,Cihui,c
Beijing_0075_m,Beijing,0075_m,u,,,Cihui,m
Beijing_0259_n,Beijing,0259_n,ə,,,Cihui,n
Beijing_006e_c,Beijing,006e_c,n,,,Cihui,c
Beijing_0075_m,Beijing,0075_m,u,,,Cihui,m
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_014b_c,Beijing,014b_c,ŋ,,,Cihui,c
Beijing_0075_n,Beijing,0075_n,u,,,Cihui,n
Beijing_014b_c,Beijing,014b_c,ŋ,,,Cihui,c
Beijing_0075_m,Beijing,0075_m,u,,,Cihui,m
Beijing_0259_n,Beijing,0259_n,ə,,,Cihui,n
Beijing_014b_c,Beijing,014b_c,ŋ,,,Cihui,c
Beijing_0079_n,Beijing,0079_n,y,,,Cihui,n
Beijing_0079_m,Beijing,0079_m,y,,,Cihui,m
Beijing_0065_n,Beijing,0065_n,e,,,Cihui,n
Beijing_0079_m,Beijing,0079_m,y,,,Cihui,m
Beijing_0061_n,Beijing,0061_n,a,,,Cihui,n
Beijing_006e_c,Beijing,006e_c,n,,,Cihui,c
Beijing_0079_m,Beijing,0079_m,y,,,Cihui,m
Beijing_0075_n,Beijing,0075_n,u,,,Cihui,n
Beijing_006e_c,Beijing,006e_c,n,,,Cihui,c
Beijing_0079_n,Beijing,0079_n,y,,,Cihui,n
Beijing_014b_c,Beijing,014b_c,ŋ,,,Cihui,c
Beijing_2075-2075_t/ip,Beijing,2075-2075_t/ip,⁵⁵,,,Cihui,t/ip
Beijing_00b3-2075_t/ap,Beijing,00b3-2075_t/ap,³⁵,,,Cihui,t/ap
Beijing_00b2-00b9-2074_t/s,Beijing,00b2-00b9-2074_t/s,²¹⁴,,,Cihui,t/s
Beijing_2075-00b9_t/q,Beijing,2075-00b9_t/q,⁵¹,,,Cihui,t/q
Beijing_00b2-00b9-002f-00b2-00b9-2074_t/s,Beijing,00b2-00b9-002f-00b2-00b9-2074_t/s,²¹/²¹⁴,,,Cihui,t/s
Beijing_00b3-2075-002f-00b2-00b9-2074_t/s,Beijing,00b3-2075-002f-00b2-00b9-2074_t/s,³⁵/²¹⁴,,,Cihui,t/s
Beijing_2070_t,Beijing,2070_t,⁰,,,Cihui,t
Yangjiang_0070_i,Yangjiang,0070_i,p,,,Cihui,i
Yangjiang_0070-2019_i,Yangjiang,0070-2019_i,p’,,,Cihui,i
Yangjiang_006d_i,Yangjiang,006d_i,m,,,Cihui,i
Yangjiang_0066_i,Yangjiang,0066_i,f,,,Cihui,i
Yangjiang_0074_i,Yangjiang,0074_i,t,,,Cihui,i
Yangjiang_0074-2019_i,Yangjiang,0074-2019_i,t’,,,Cihui,i
Yangjiang_006e_i,Yangjiang,006e_i,n,,,Cihui,i
Yangjiang_006c_i,Yangjiang,006c_i,l,,,Cihui,i
Yangjiang_026c_i,Yangjiang,026c_i,ɬ,,,Cihui,i
Yangjiang_0074-0283_i,Yangjiang,0074-0283_i,tʃ,,,Cihui,i
Yangjiang_0074-0283-2019_i,Yangjiang,0074-0283-2019_i,tʃ’,,,Cihui,i
Yangjiang_0283_i,Yangjiang,0283_i,ʃ,,,Cihui,i
Yangjiang_006a_i,Yangjiang,006a_i,j,,,Cihui,i
Yangjiang_006b_i,Yangjiang,006b_i,k,,,Cihui,i
Yangjiang_006b-2019_i,Yangjiang,006b-2019_i,k’,,,Cihui,i
Yangjiang_014b_i,Yangjiang,014b_i,ŋ,,,Cihui,i
Yangjiang_0068_i,Yangjiang,0068_i,h,,,Cihui,i
Yangjiang_006b-0077_i,Yangjiang,006b-0077_i,kw,,,Cihui,i
Yangjiang_006b-2019-0077_i,Yangjiang,006b-2019-0077_i,k’w,,,Cihui,i
Yangjiang_0077_i,Yangjiang,0077_i,w,,,Cihui,i
Yangjiang_0061_n,Yangjiang,0061_n,a,,,Cihui,n
Yangjiang_0061-0069_n,Yangjiang,0061-0069_n,ai,,,Cihui,n
Yangjiang_0061-0075_n,Yangjiang,0061-0075_n,au,,,Cihui,n
Yangjiang_0061_n,Yangjiang,0061_n,a,,,Cihui,n
Yangjiang_006d_c,Yangjiang,006d_c,m,,,Cihui,c
Yangjiang_0061_n,Yangjiang,0061_n,a,,,Cihui,n
Yangjiang_006e_c,Yangjiang,006e_c,n,,,Cihui,c
Yangjiang_0061_n,Yangjiang,0061_n,a,,,Cihui,n
Yangjiang_014b_c,Yangjiang,014b_c,ŋ,,,Cihui,c
Yangjiang_0061_n,Yangjiang,0061_n,a,,,Cihui,n
Yangjiang_0070_c,Yangjiang,0070_c,p,,,Cihui,c
Yangjiang_0061_n,Yangjiang,0061_n,a,,,Cihui,n
Yangjiang_0074_c,Yangjiang,0074_c,t,,,Cihui,c
Yangjiang_0061_n,Yangjiang,0061_n,a,,,Cihui,n
Yangjiang_006b_c,Yangjiang,006b_c,k,,,Cihui,c
Yangjiang_0250-0069_n,Yangjiang,0250-0069_n,ɐi,,,Cihui,n
Yangjiang_0250-0075_n,Yangjiang,0250-0075_n,ɐu,,,Cihui,n
Yangjiang_0250_n,Yangjiang,0250_n,ɐ,,,Cihui,n
Yangjiang_006d_c,Yangjiang,006d_c,m,,,Cihui,c
Yangjiang_0250_n,Yangjiang,0250_n,ɐ,,,Cihui,n
Yangjiang_006e_c,Yangjiang,006e_c,n,,,Cihui,c
Yangjiang_0250_n,Yangjiang,0250_n,ɐ,,,Cihui,n
Yangjiang_014b_c,Yangjiang,014b_c,ŋ,,,Cihui,c
Yangjiang_0250_n,Yangjiang,0250_n,ɐ,,,Cihui,n
Yangjiang_0070_c,Yangjiang,0070_c,p,,,Cihui,c
Yangjiang_0250_n,Yangjiang,0250_n,ɐ,,,Cihui,n
Yangjiang_0074_c,Yangjiang,0074_c,t,,,Cihui,c
Yangjiang_0250_n,Yangjiang,0250_n,ɐ,,,Cihui,n
Yangjiang_006b_c,Yangjiang,006b_c,k,,,Cihui,c
Yangjiang_0254_n,Yangjiang,0254_n,ɔ,,,Cihui,n
Yangjiang_0254-0069_n,Yangjiang,0254-0069_n,ɔi,,,Cihui,n
Yangjiang_0254-0075_n,Yangjiang,0254-0075_n,ɔu,,,Cihui,n
Yangjiang_0254_n,Yangjiang,0254_n,ɔ,,,Cihui,n
Yangjiang_006e_c,Yangjiang,006e_c,n,,,Cihui,c
Yangjiang_0254_n,Yangjiang,0254_n,ɔ,,,Cihui,n
Yangjiang_014b_c,Yangjiang,014b_c,ŋ,,,Cihui,c
Yangjiang_0254_n,Yangjiang,0254_n,ɔ,,,Cihui,n
Yangjiang_0074_c,Yangjiang,0074_c,t,,,Cihui,c
Yangjiang_0254_n,Yangjiang,0254_n,ɔ,,,Cihui,n
Yangjiang_006b_c,Yangjiang,006b_c,k,,,Cihui,c
Yangjiang_025b_n,Yangjiang,025b_n,ɛ,,,Cihui,n
Yangjiang_0065-0069_n,Yangjiang,0065-0069_n,ei,,,Cihui,n
Yangjiang_0069_m,Yangjiang,0069_m,i,,,Cihui,m
Yangjiang_025b-0075_n,Yangjiang,025b-0075_n,ɛu,,,Cihui,n
Yangjiang_0069_m,Yangjiang,0069_m,i,,,Cihui,m
Yangjiang_025b_n,Yangjiang,025b_n,ɛ,,,Cihui,n
Yangjiang_006d_c,Yangjiang,006d_c,m,,,Cihui,c
Yangjiang_0069_m,Yangjiang,0069_m,i,,,Cihui,m
Yangjiang_025b_n,Yangjiang,025b_n,ɛ,,,Cihui,n
Yangjiang_006e_c,Yangjiang,006e_c,n,,,Cihui,c
Yangjiang_0069_m,Yangjiang,0069_m,i,,,Cihui,m
Yangjiang_025b_n,Yangjiang,025b_n,ɛ,,,Cihui,n
Yangjiang_014b_c,Yangjiang,014b_c,ŋ,,,Cihui,c
Yangjiang_0069_m,Yangjiang,0069_m,i,,,Cihui,m
Yangjiang_025b_n,Yangjiang,025b_n,ɛ,,,Cihui,n
Yangjiang_0070_c,Yangjiang,0070_c,p,,,Cihui,c
Yangjiang_0069_m,Yangjiang,0069_m,i,,,Cihui,m
Yangjiang_025b_n,Yangjiang,025b_n,ɛ,,,Cihui,n
Yangjiang_0074_c,Yangjiang,0074_c,t,,,Cihui,c
Yangjiang_0069_m,Yangjiang,0069_m,i,,,Cihui,m
Yangjiang_025b_n,Yangjiang,025b_n,ɛ,,,Cihui,n
Yangjiang_006b_c,Yangjiang,006b_c,k,,,Cihui,c
Yangjiang_0069_n,Yangjiang,0069_n,i,,,Cihui,n
Yangjiang_0069_m,Yangjiang,0069_m,i,,,Cihui,m
Yangjiang_0075_n,Yangjiang,0075_n,u,,,Cihui,n
Yangjiang_0069_n,Yangjiang,0069_n,i,,,Cihui,n
Yangjiang_006d_c,Yangjiang,006d_c,m,,,Cihui,c
Yangjiang_0069_n,Yangjiang,0069_n,i,,,Cihui,n
Yangjiang_006e_c,Yangjiang,006e_c,n,,,Cihui,c
Yangjiang_026a_n,Yangjiang,026a_n,ɪ,,,Cihui,n
Yangjiang_014b_c,Yangjiang,014b_c,ŋ,,,Cihui,c
Yangjiang_0069_n,Yangjiang,0069_n,i,,,Cihui,n
Yangjiang_0070_c,Yangjiang,0070_c,p,,,Cihui,c
Yangjiang_0069_n,Yangjiang,0069_n,i,,,Cihui,n
Yangjiang_0074_c,Yangjiang,0074_c,t,,,Cihui,c
Yangjiang_026a_n,Yangjiang,026a_n,ɪ,,,Cihui,n
Yangjiang_006b_c,Yangjiang,006b_c,k,,,Cihui,c
Yangjiang_0075_n,Yangjiang,0075_n,u,,,Cihui,n
Yangjiang_0075_m,Yangjiang,0075_m,u,,,Cihui,m
Yangjiang_0069_n,Yangjiang,0069_n,i,,,Cihui,n
Yangjiang_0075_n,Yangjiang,0075_n,u,,,Cihui,n
Yangjiang_006e_c,Yangjiang,006e_c,n,,,Cihui,c
Yangjiang_028a_n,Yangjiang,028a_n,ʊ,,,Cihui,n
Yangjiang_014b_c,Yangjiang,014b_c,ŋ,,,Cihui,c
Yangjiang_0075_n,Yangjiang,0075_n,u,,,Cihui,n
Yangjiang_0074_c,Yangjiang,0074_c,t,,,Cihui,c
Yangjiang_028a_n,Yangjiang,028a_n,ʊ,,,Cihui,n
Yangjiang_006b_c,Yangjiang,006b_c,k,,,Cihui,c
Yangjiang_00b3-00b3_t/ip,Yangjiang,00b3-00b3_t/ip,³³,,,Cihui,t/ip
Yangjiang_2074-2074-00b3_t/yp,Yangjiang,2074-2074-00b3_t/yp,⁴⁴³,,,Cihui,t/yp
Yangjiang_00b2-00b9_t/s,Yangjiang,00b2-00b9_t/s,²¹,,,Cihui,t/s
Yangjiang_00b2-2074_t/ir,Yangjiang,00b2-2074_t/ir,²⁴,,,Cihui,t/ir
Yangjiang_2074-2075-2074_t/yr,Yangjiang,2074-2075-2074_t/yr,⁴⁵⁴,,,Cihui,t/yr
Yangjiang_00b2-2074-005f_t/1r,Yangjiang,00b2-2074-005f_t/1r,²⁴_,,,Cihui,t/1r
Yangjiang_00b2-00b9-005f_t/2r,Yangjiang,00b2-00b9-005f_t/2r,²¹_,,,Cihui,t/2r
