ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Benzi
XiAn-223_jiaaocostume-1,,XiAn,223_jiaaocostume,tɕia²¹ŋɑu⁵³,tɕia²¹ŋɑu⁵³,tɕ i/j a ²¹ + ŋ ɑu ⁵³,,Cihui,,,,,裌 祆
Chengdu-223_jiaaocostume-1,,Chengdu,223_jiaaocostume,tɕia³¹ŋau⁵³,tɕia³¹ŋau⁵³,tɕ i/j a ³¹ + ŋ au ⁵³,,Cihui,,,,,裌 祆
Kunming-223_jiaaocostume-1,,Kunming,223_jiaaocostume,tɕia³¹au⁵³,tɕia³¹au⁵³,tɕ i/j a ³¹ + au ⁵³,,Cihui,,,,,裌 祆
Hefei-223_jiaaocostume-1,,Hefei,223_jiaaocostume,tɕiɐʔ⁴ʐɔ²⁴,tɕiɐʔ⁴ʐɔ²⁴,tɕ i/j ɐ ʔ ⁴ + ʐ ɔ ²⁴,,Cihui,,,,,裌 祆
Yangzhou-223_jiaaocostume-1,,Yangzhou,223_jiaaocostume,@tɕiaeʔ⁴təŋ⁵⁵tsɛ⁰,@tɕiaeʔ⁴təŋ⁵⁵tsɛ⁰,tɕ i/j æ ʔ ⁴ + t ə ŋ ⁵⁵ + ts ɛ ⁰,,Cihui,,,,,囗 裌 子
Suzhou-223_jiaaocostume-1,,Suzhou,223_jiaaocostume,kaʔ⁴se⁴¹,kaʔ⁴se⁴¹,k a ʔ ⁴ + s ə ⁴¹,,Cihui,,,,,裌 祆
Wenzhou-223_jiaaocostume-1,,Wenzhou,223_jiaaocostume,ka²³ɜ⁴⁵,ka²³ɜ⁴⁵,k a ²³ + ɜ ⁴⁵,,Cihui,,,,,裌 襖
Changsha-223_jiaaocostume-1,,Changsha,223_jiaaocostume,ka²⁴ŋau⁴¹,ka²⁴ŋau⁴¹,k a ²⁴ + ŋ au ⁴¹,,Cihui,,,,,裌 襖
Nanchang-223_jiaaocostume-1,,Nanchang,223_jiaaocostume,kak⁵ŋau²¹³,kak⁵ŋau²¹³,k a k ⁵ + ŋ au ²¹³,,Cihui,,,,,裌 襖
Meixian-223_jiaaocostume-1,,Meixian,223_jiaaocostume,kiap²¹au³¹,kiap²¹au³¹,k i/j a p ²¹ + au ³¹,,Cihui,,,,,裌 襖
Guangzhou-223_jiaaocostume-1,,Guangzhou,223_jiaaocostume,kap³³nap²²,kap³³nap²²,k a p ³³ + n a p ²²,,Cihui,,,,,夾 衲
Guangzhou-223_jiaaocostume-2,,Guangzhou,223_jiaaocostume,kap³³ʃam⁵³,kap³³ʃam⁵³,k a p ³³ + ʃ a m ⁵³,,Cihui,,,,,夾 衫
Yangjiang-223_jiaaocostume-1,,Yangjiang,223_jiaaocostume,nap⁴⁵⁴tʃɐi²¹,nap⁴⁵⁴tʃɐi²¹,n a p ⁴⁵⁴ + tʃ ɐi ²¹,,Cihui,,,,,衲 仔.Yangjiang
Xiamen-223_jiaaocostume-1,,Xiamen,223_jiaaocostume,kiap³²₅hiu²⁴,kiap³²₅hiu²⁴,k i/j a p ⁵/³² + h i/j u ²⁴,,Cihui,,,,,裌 囗
Chaozhou-223_jiaaocostume-1,,Chaozhou,223_jiaaocostume,koiʔ²¹₄hĩũ⁵⁵,koiʔ²¹₄hĩũ⁵⁵,k oi ʔ ⁴/²¹ + h j ũ ⁵⁵,,Cihui,,,,,裌 裘
Fuzhou-223_jiaaocostume-1,,Fuzhou,223_jiaaocostume,kaʔ²³ɔ³¹,kaʔ²³ɔ³¹,k a ʔ ²³ + ɔ ³¹,,Cihui,,,,,裌 襖
Beijing-882_alittle-1,,Beijing,882_alittle,ʂau⁵⁵uei⁵⁵,ʂau⁵⁵uei⁵⁵,ʂ au ⁵⁵ + u/w ei ⁵⁵,,Cihui,,,,,稍 微
Chengdu-882_alittle-1,,Chengdu,882_alittle,sau⁴⁴uei³¹,sau⁴⁴uei³¹,s au ⁴⁴ + u/w ei ³¹,,Cihui,,,,,稍 微
Hefei-882_alittle-1,,Hefei,882_alittle,ʂɔ²¹²ui⁵⁵,ʂɔ²¹²ui⁵⁵,ʂ ɔ ²¹² + u/w i ⁵⁵,,Cihui,,,,,稍 微
Suzhou-882_alittle-1,,Suzhou,882_alittle,sæ⁴⁴ɦuɛ³¹₂₁,sæ⁴⁴ɦuɛ³¹₂₁,s æ ⁴⁴ + ɦ u/w ᴇ/ɛ ²¹/³¹,,Cihui,,,,,稍 為
Changsha-882_alittle-1,,Changsha,882_alittle,sau³³uei¹³,sau³³uei¹³,s au ³³ + u/w ei ¹³,,Cihui,,,,,稍 微
Meixian-882_alittle-1,,Meixian,882_alittle,liɔk⁴vi¹²,liɔk⁴vi¹²,l i/j ɔ k ⁴ + v i ¹²,,Cihui,,,,,略 為
Guangzhou-882_alittle-1,,Guangzhou,882_alittle,ʃau³⁵wɐi²¹,ʃau³⁵wɐi²¹,ʃ au ³⁵ + w ɐi ²¹,,Cihui,,,,,稍 為
Xiamen-882_alittle-1,,Xiamen,882_alittle,sio⁵¹₅₅kʰua⁵¹,sio⁵¹₅₅kʰua⁵¹,s i/j o ⁵⁵/⁵¹ + kʰ u/w a ⁵¹,,Cihui,,,,,小 可
Fuzhou-882_alittle-1,,Fuzhou,882_alittle,sau⁴⁴ui⁵²,sau⁴⁴ui⁵²,s au ⁴⁴ + u/w i ⁵²,,Cihui,,,,,稍 為
Jinan-882_alittle-1,,Jinan,882_alittle,ʂɔ²¹³uei⁵⁵,ʂɔ²¹³uei⁵⁵,ʂ ɔ ²¹³ + u/w ei ⁵⁵,,Cihui,,,,,稍 微
Shenyang-882_alittle-1,,Shenyang,882_alittle,sau³³uei³³,sau³³uei³³,s au ³³ + u/w ei ³³,,Cihui,,,,,稍 微
Kunming-882_alittle-1,,Kunming,882_alittle,ʂau⁴⁴ue³¹,ʂau⁴⁴ue³¹,ʂ au ⁴⁴ + u/w e ³¹,,Cihui,,,,,稍 微
Yangzhou-882_alittle-1,,Yangzhou,882_alittle,sɔ³¹uəi³⁴,sɔ³¹uəi³⁴,s ɔ ³¹ + u/w əi ³⁴,,Cihui,,,,,稍 微
Nanchang-882_alittle-1,,Nanchang,882_alittle,sau⁴²ui⁵⁵,sau⁴²ui⁵⁵,s au ⁴² + u/w i ⁵⁵,,Cihui,,,,,稍 微
Xiamen-882_alittle-2,,Xiamen,882_alittle,lioʔ⁵₃₂lioʔ⁵,lioʔ⁵₃₂lioʔ⁵,l i/j o ʔ ³²/⁵ + l i/j o ʔ ⁵,,Cihui,,,,,略 略
Chaozhou-882_alittle-1,,Chaozhou,882_alittle,su³³₂₃su³³,su³³₂₃su³³,s u ²³/³³ + s u ³³,,Cihui,,,,,囗 囗
Wenzhou-882_alittle-1,,Wenzhou,882_alittle,suɔ⁴⁴vei³¹,suɔ⁴⁴vei³¹,s u/w ɔ ⁴⁴ + v ei ³¹,,Cihui,,,,,稍 微
Yangjiang-882_alittle-1,,Yangjiang,882_alittle,@hɐi⁴⁵⁴nɐŋ²¹jiɛŋ⁴⁵⁴,@hɐi⁴⁵⁴nɐŋ²¹jiɛŋ⁴⁵⁴,h ɐi ⁴⁵⁴ + n ɐ ŋ ²¹ + i/j + i/j ɛ ŋ ⁴⁵⁴,,Cihui,,,,,系 囗 樣
XiAn-882_alittle-1,,XiAn,882_alittle,sɑu⁵³vei²⁴,sɑu⁵³vei²⁴,s ɑu ⁵³ + v ei ²⁴,,Cihui,,,,,稍 微
Beijing-868_alittlebitbeatalittle-1,,Beijing,868_alittlebitbeatalittle,ɕia⁵¹,ɕia⁵¹,ɕ i/j a ⁵¹,,Cihui,,,,,下
Jinan-868_alittlebitbeatalittle-1,,Jinan,868_alittlebitbeatalittle,ɕia²¹,ɕia²¹,ɕ i/j a ²¹,,Cihui,,,,,下
Shenyang-868_alittlebitbeatalittle-1,,Shenyang,868_alittlebitbeatalittle,ɕia⁴¹,ɕia⁴¹,ɕ i/j a ⁴¹,,Cihui,,,,,下
Kunming-868_alittlebitbeatalittle-1,,Kunming,868_alittlebitbeatalittle,ɕia¹³,ɕia¹³,ɕ i/j a ¹³,,Cihui,,,,,下
Suzhou-868_alittlebitbeatalittle-1,,Suzhou,868_alittlebitbeatalittle,tɕi⁵¹³,tɕi⁵¹³,tɕ i ⁵¹³,,Cihui,,,,,記
Changsha-868_alittlebitbeatalittle-1,,Changsha,868_alittlebitbeatalittle,xa²¹,xa²¹,x a ²¹,,Cihui,,,,,下
Nanchang-868_alittlebitbeatalittle-1,,Nanchang,868_alittlebitbeatalittle,ha³¹,ha³¹,h a ³¹,,Cihui,,,,,下
Meixian-868_alittlebitbeatalittle-1,,Meixian,868_alittlebitbeatalittle,ha⁴²,ha⁴²,h a ⁴²,,Cihui,,,,,下
Guangzhou-868_alittlebitbeatalittle-1,,Guangzhou,868_alittlebitbeatalittle,ha²³,ha²³,h a ²³,,Cihui,,,,,下
Yangjiang-868_alittlebitbeatalittle-1,,Yangjiang,868_alittlebitbeatalittle,ha²¹,ha²¹,h a ²¹,,Cihui,,,,,下
Xiamen-868_alittlebitbeatalittle-1,,Xiamen,868_alittlebitbeatalittle,e&quot;,e,e ⁵¹,,Cihui,,,,,下
Chaozhou-868_alittlebitbeatalittle-1,,Chaozhou,868_alittlebitbeatalittle,e¹¹,e¹¹,e ¹¹,,Cihui,,,,,下
Fuzhou-868_alittlebitbeatalittle-1,,Fuzhou,868_alittlebitbeatalittle,a²⁴²,a²⁴²,a ²⁴²,,Cihui,,,,,下
Hefei-868_alittlebitbeatalittle-1,,Hefei,868_alittlebitbeatalittle,pia⁵³,pia⁵³,p i/j a ⁵³,,Cihui,,,,,下
XiAn-868_alittlebitbeatalittle-1,,XiAn,868_alittlebitbeatalittle,xɑ⁴⁵,xɑ⁴⁵,x ɑ ⁴⁵,,Cihui,,,,,下
Chengdu-868_alittlebitbeatalittle-1,,Chengdu,868_alittlebitbeatalittle,xa¹³,xa¹³,x a ¹³,,Cihui,,,,,下
Wenzhou-868_alittlebitbeatalittle-1,,Wenzhou,868_alittlebitbeatalittle,o⁴²,o⁴²,o ⁴²,,Cihui,,,,,下
Yangzhou-868_alittlebitbeatalittle-1,,Yangzhou,868_alittlebitbeatalittle,xa⁵⁵,xa⁵⁵,x ɑ ⁵⁵,,Cihui,,,,,下
Beijing-312_abacus-1,,Beijing,312_abacus,suan⁵¹pʰan⁰,suan⁵¹pʰan⁰,s u/w a n ⁵¹ + pʰ a n ⁰,,Cihui,,,,,算 盤
Jinan-312_abacus-1,,Jinan,312_abacus,suæ̃²¹pʰæ̃⁴²,suæ̃²¹pʰæ̃⁴²,s u/w æ̃ ²¹ + pʰ æ̃ ⁴²,,Cihui,,,,,算 盤
Shenyang-312_abacus-1,,Shenyang,312_abacus,suan⁴¹pʰan³⁵,suan⁴¹pʰan³⁵,s u/w a n ⁴¹ + pʰ a n ³⁵,,Cihui,,,,,算 盤
XiAn-312_abacus-1,,XiAn,312_abacus,suæ̃⁴⁵pʰæ̃⁰,suæ̃⁴⁵pʰæ̃⁰,s u/w æ̃ ⁴⁵ + pʰ æ̃ ⁰,,Cihui,,,,,算 盤
Chengdu-312_abacus-1,,Chengdu,312_abacus,suan¹³pʰan³¹,suan¹³pʰan³¹,s u/w a n ¹³ + pʰ a n ³¹,,Cihui,,,,,算 盤
Kunming-312_abacus-1,,Kunming,312_abacus,suã¹³pʰã³¹,suã¹³pʰã³¹,s u/w ã ¹³ + pʰ ã ³¹,,Cihui,,,,,算 盤
Hefei-312_abacus-1,,Hefei,312_abacus,sʊ̃⁵³pʰʊ̃⁵⁵,sʊ̃⁵³pʰʊ̃⁵⁵,s ʊ̃ ⁵³ + pʰ ʊ̃ ⁵⁵,,Cihui,,,,,算 盤
Yangzhou-312_abacus-1,,Yangzhou,312_abacus,sõ⁵⁵pʰõ³⁴,sõ⁵⁵pʰõ³⁴,s õ ⁵⁵ + pʰ õ ³⁴,,Cihui,,,,,算 盤
Suzhou-312_abacus-1,,Suzhou,312_abacus,sø⁵¹³₄₄bø²⁴₂₁,sø⁵¹³₄₄bø²⁴₂₁,s ø ⁴⁴/⁵¹³ + b ø ²¹/²⁴,,Cihui,,,,,算 盤
Wenzhou-312_abacus-1,,Wenzhou,312_abacus,sø⁴²bø³¹,sø⁴²bø³¹,s ø ⁴² + b ø ³¹,,Cihui,,,,,算 盤
Changsha-312_abacus-1,,Changsha,312_abacus,sõ⁵⁵põ¹³,sõ⁵⁵põ¹³,s õ ⁵⁵ + p õ ¹³,,Cihui,,,,,算 盤
Nanchang-312_abacus-1,,Nanchang,312_abacus,sɔn⁵⁵pʰɔn²⁴,sɔn⁵⁵pʰɔn²⁴,s ɔ n ⁵⁵ + pʰ ɔ n ²⁴,,Cihui,,,,,算 盤
Meixian-312_abacus-1,,Meixian,312_abacus,sɔn⁴²pʰan¹²,sɔn⁴²pʰan¹²,s ɔ n ⁴² + pʰ a n ¹²,,Cihui,,,,,算 盤
Guangzhou-312_abacus-1,,Guangzhou,312_abacus,ʃyn³³pʰun²¹,ʃyn³³pʰun²¹,ʃ y n ³³ + pʰ u n ²¹,,Cihui,,,,,算 盤
Yangjiang-312_abacus-1,,Yangjiang,312_abacus,ɬun²⁴pʰun⁴⁴³,ɬun²⁴pʰun⁴⁴³,ɬ u n ²⁴ + pʰ u n ⁴⁴³,,Cihui,,,,,算 盤
Xiamen-312_abacus-1,,Xiamen,312_abacus,sῃ¹¹₅₁pũã²⁴,sῃ¹¹₅₁pũã²⁴,s ŋ̍ ⁵¹/¹¹ + p w ã ²⁴,,Cihui,,,,,算 盤
Chaozhou-312_abacus-1,,Chaozhou,312_abacus,sɯŋ²¹³₅₃pũã⁵⁵,sɯŋ²¹³₅₃pũã⁵⁵,s ɯ ŋ ⁵³/²¹³ + p w ã ⁵⁵,,Cihui,,,,,算 盤
Fuzhou-312_abacus-1,,Fuzhou,312_abacus,souŋ²¹³₄₄muaŋ⁵²,souŋ²¹³₄₄muaŋ⁵²,s ou ŋ ⁴⁴/²¹³ + m u/w a ŋ ⁵²,,Cihui,,,,,算 盤
Beijing-627_accompany-1,,Beijing,627_accompany,pʰei³⁵,pʰei³⁵,pʰ ei ³⁵,,Cihui,,,,,陪
Jinan-627_accompany-1,,Jinan,627_accompany,pʰei⁴²,pʰei⁴²,pʰ ei ⁴²,,Cihui,,,,,陪
Shenyang-627_accompany-1,,Shenyang,627_accompany,pʰei³⁵,pʰei³⁵,pʰ ei ³⁵,,Cihui,,,,,陪
XiAn-627_accompany-1,,XiAn,627_accompany,pʰei²⁴,pʰei²⁴,pʰ ei ²⁴,,Cihui,,,,,陪
Chengdu-627_accompany-1,,Chengdu,627_accompany,pʰei³¹,pʰei³¹,pʰ ei ³¹,,Cihui,,,,,陪
Kunming-627_accompany-1,,Kunming,627_accompany,pʰe³¹,pʰe³¹,pʰ e ³¹,,Cihui,,,,,陪
Hefei-627_accompany-1,,Hefei,627_accompany,pʰei⁵⁵,pʰei⁵⁵,pʰ ei ⁵⁵,,Cihui,,,,,陪
Yangzhou-627_accompany-1,,Yangzhou,627_accompany,pʰəi³⁴,pʰəi³⁴,pʰ əi ³⁴,,Cihui,,,,,陪
Suzhou-627_accompany-1,,Suzhou,627_accompany,bɛ²⁴,bɛ²⁴,b ᴇ/ɛ ²⁴,,Cihui,,,,,陪
Wenzhou-627_accompany-1,,Wenzhou,627_accompany,bai³¹,bai³¹,b ai ³¹,,Cihui,,,,,陪
Changsha-627_accompany-1,,Changsha,627_accompany,pei¹³,pei¹³,p ei ¹³,,Cihui,,,,,陪
Nanchang-627_accompany-1,,Nanchang,627_accompany,pʰei²⁴,pʰei²⁴,pʰ ei ²⁴,,Cihui,,,,,陪
Meixian-627_accompany-1,,Meixian,627_accompany,pʰi¹²,pʰi¹²,pʰ i ¹²,,Cihui,,,,,陪
Guangzhou-627_accompany-1,,Guangzhou,627_accompany,pʰui²¹,pʰui²¹,pʰ u/w i ²¹,,Cihui,,,,,陪
Yangjiang-627_accompany-1,,Yangjiang,627_accompany,pun⁴⁵⁴,pun⁴⁵⁴,p u n ⁴⁵⁴,,Cihui,,,,,伴
Xiamen-627_accompany-1,,Xiamen,627_accompany,pʰũã³³,pʰũã³³,pʰ w ã ³³,,Cihui,,,,,伴
Chaozhou-627_accompany-1,,Chaozhou,627_accompany,pʰũã³⁵,pʰũã³⁵,pʰ w ã ³⁵,,Cihui,,,,,伴
Chaozhou-627_accompany-2,,Chaozhou,627_accompany,pue⁵⁵,pue⁵⁵,p u/w e ⁵⁵,,Cihui,,,,,陪
Fuzhou-627_accompany-1,,Fuzhou,627_accompany,puaŋ²⁴²,puaŋ²⁴²,p u/w a ŋ ²⁴²,,Cihui,,,,,伴
Beijing-556_accumulate-1,,Beijing,556_accumulate,luo⁵¹,luo⁵¹,l u/w o ⁵¹,,Cihui,,,,,摞
Beijing-556_accumulate-2,,Beijing,556_accumulate,ma²¹⁴,ma²¹⁴,m a ²¹⁴,,Cihui,,,,,碼
