ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Benzi
Yangjiang-841_piececlassifierforchickens-1,,Yangjiang,841_piececlassifierforchickens,jat²⁴kɔ⁴⁵⁴kɐi³³,jat²⁴kɔ⁴⁵⁴kɐi³³,i/j a t ²⁴ + k ɔ ⁴⁵⁴ + k ɐi ³³,,Cihui,,,,,一 個 雞
Xiamen-841_piececlassifierforchickens-1,,Xiamen,841_piececlassifierforchickens,tsit⁵₃₂tsiaʔ³²₅kue⁵⁵,tsit⁵₃₂tsiaʔ³²₅kue⁵⁵,ts i t ³²/⁵ + ts i/j a ʔ ⁵/³² + k u/w e ⁵⁵,,Cihui,,,,,一 只 雞
Chaozhou-841_piececlassifierforchickens-1,,Chaozhou,841_piececlassifierforchickens,tsek⁴₂₁tsiaʔ²¹₃koi³³,tsek⁴₂₁tsiaʔ²¹₃koi³³,ts e k ²¹/⁴ + ts i/j a ʔ ³/²¹ + k oi ³³,,Cihui,,,,,一 只 雞
Fuzhou-841_piececlassifierforchickens-1,,Fuzhou,841_piececlassifierforchickens,sɔ³¹lau⁵²kie⁴⁴,sɔ³¹lau⁵²kie⁴⁴,s ɔ ³¹ + l au ⁵² + k i/j e ⁴⁴,,Cihui,,,,,一 頭 雞
Meixian-841_piececlassifierforchickens-1,,Meixian,841_piececlassifierforchickens,jit²¹tsak²¹kɛ⁴⁴,jit²¹tsak²¹kɛ⁴⁴,i/j i t ²¹ + ts a k ²¹ + k ɛ ⁴⁴,,Cihui,,,,,一 只 雞
Beijing-848_piececlassifierforcigarettes-1,,Beijing,848_piececlassifierforcigarettes,i⁵¹kən⁵⁵ian⁵⁵,i⁵¹kən⁵⁵ian⁵⁵,i ⁵¹ + k ə n ⁵⁵ + i/j a n ⁵⁵,,Cihui,,,,,一 根 煙
Jinan-848_piececlassifierforcigarettes-1,,Jinan,848_piececlassifierforcigarettes,i²¹³tʂʅ²¹³iæ̃²¹³tɕyæ̃r⁵⁵,i²¹³tʂʅ²¹³iæ̃²¹³tɕyæ̃r⁵⁵,i ²¹³ + ʈʂ ʅ ²¹³ + j æ̃ ²¹³ + tɕ y/ɥ */æ̃ ⁵⁵,,Cihui,,,,,一 枝 煙 卷
Shenyang-848_piececlassifierforcigarettes-1,,Shenyang,848_piececlassifierforcigarettes,i⁴¹kən³³ian³³,i⁴¹kən³³ian³³,i ⁴¹ + k ə n ³³ + i/j a n ³³,,Cihui,,,,,一 根 煙
Chengdu-848_piececlassifierforcigarettes-1,,Chengdu,848_piececlassifierforcigarettes,i³¹kan⁴⁴ian⁴⁴,i³¹kan⁴⁴ian⁴⁴,i ³¹ + k a n ⁴⁴ + i/j a n ⁴⁴,,Cihui,,,,,一 桿 煙
Hefei-848_piececlassifierforcigarettes-1,,Hefei,848_piececlassifierforcigarettes,iəʔ⁴kən²¹²iĩ²¹²,iəʔ⁴kən²¹²iĩ²¹²,i/j ə ʔ ⁴ + k ə n ²¹² + iĩ/ĩ ²¹²,,Cihui,,,,,一 根 煙
Changsha-848_piececlassifierforcigarettes-1,,Changsha,848_piececlassifierforcigarettes,i²⁴tsๅ³³iẽ³³,i²⁴tsๅ³³iẽ³³,i ²⁴ + ts ɿ ³³ + i/j ẽ ³³,,Cihui,,,,,一 支 煙
Nanchang-848_piececlassifierforcigarettes-1,,Nanchang,848_piececlassifierforcigarettes,it⁵tsๅ⁴²iɛn⁴²,it⁵tsๅ⁴²iɛn⁴²,i t ⁵ + ts ɿ ⁴² + i/j ɛ n ⁴²,,Cihui,,,,,一 支 煙
Meixian-848_piececlassifierforcigarettes-1,,Meixian,848_piececlassifierforcigarettes,jit²¹ki⁴⁴jan⁴⁴,jit²¹ki⁴⁴jan⁴⁴,i/j i t ²¹ + k i ⁴⁴ + i/j a n ⁴⁴,,Cihui,,,,,一 基 煙
Guangzhou-848_piececlassifierforcigarettes-1,,Guangzhou,848_piececlassifierforcigarettes,jɐt⁵tʃi⁵⁵jin⁵³tʃɐi³⁵,jɐt⁵tʃi⁵⁵jin⁵³tʃɐi³⁵,i/j ɐ t ⁵ + tʃ i ⁵⁵ + i/j i n ⁵³ + tʃ ɐi ³⁵,,Cihui,,,,,一 支 煙 仔.Guangzhou
Kunming-848_piececlassifierforcigarettes-1,,Kunming,848_piececlassifierforcigarettes,i³¹₁₃tʂʅ⁴⁴iɛ⁴⁴,i³¹₁₃tʂʅ⁴⁴iɛ⁴⁴,i ¹³/³¹ + ʈʂ ʅ ⁴⁴ + i/j ɛ ⁴⁴,,Cihui,,,,,一 支 煙
Yangzhou-848_piececlassifierforcigarettes-1,,Yangzhou,848_piececlassifierforcigarettes,iəʔ⁴tsๅ³¹ɕiɑŋ³¹iĩ³¹,iəʔ⁴tsๅ³¹ɕiɑŋ³¹iĩ³¹,i/j ə ʔ ⁴ + ts ɿ ³¹ + ɕ i/j ɑ ŋ ³¹ + iĩ/ĩ ³¹,,Cihui,,,,,一 支 香 煙
Wenzhou-848_piececlassifierforcigarettes-1,,Wenzhou,848_piececlassifierforcigarettes,i²³tsei⁴⁴ɕi⁴⁴i⁴⁴,i²³tsei⁴⁴ɕi⁴⁴i⁴⁴,i ²³ + ts ei ⁴⁴ + ɕ i ⁴⁴ + i ⁴⁴,,Cihui,,,,,一 支 香 煙
Nanchang-848_piececlassifierforcigarettes-2,,Nanchang,848_piececlassifierforcigarettes,it⁵kiɛn⁴²iɛn⁴²,it⁵kiɛn⁴²iɛn⁴²,i t ⁵ + k i/j ɛ n ⁴² + i/j ɛ n ⁴²,,Cihui,,,,,一 根 煙
Yangjiang-848_piececlassifierforcigarettes-1,,Yangjiang,848_piececlassifierforcigarettes,jɐt²⁴tʃi³³jin³³tʃɐi²¹,jɐt²⁴tʃi³³jin³³tʃɐi²¹,i/j ɐ t ²⁴ + tʃ i ³³ + i/j i n ³³ + tʃ ɐi ²¹,,Cihui,,,,,一 支 煙 仔.Yangjiang
Xiamen-848_piececlassifierforcigarettes-1,,Xiamen,848_piececlassifierforcigarettes,tsit⁵₃₂ki⁵⁵₃₃hun⁵⁵,tsit⁵₃₂ki⁵⁵₃₃hun⁵⁵,ts i t ³²/⁵ + k i ³³/⁵⁵ + h u n ⁵⁵,,Cihui,,,,,一 支 薰
Chaozhou-848_piececlassifierforcigarettes-1,,Chaozhou,848_piececlassifierforcigarettes,tsek⁴₂₁ki³³₂₃huŋ³³,tsek⁴₂₁ki³³₂₃huŋ³³,ts e k ²¹/⁴ + k i ²³/³³ + h u ŋ ³³,,Cihui,,,,,一 支 薰
Fuzhou-848_piececlassifierforcigarettes-1,,Fuzhou,848_piececlassifierforcigarettes,sɔ³¹leu⁵²xouŋ⁴⁴,sɔ³¹leu⁵²xouŋ⁴⁴,s ɔ ³¹ + l eu ⁵² + x ou ŋ ⁴⁴,,Cihui,,,,,一 條 薰
XiAn-848_piececlassifierforcigarettes-1,,XiAn,848_piececlassifierforcigarettes,i²¹₂₄tsๅ²¹iæ̃²¹,i²¹₂₄tsๅ²¹iæ̃²¹,i ²⁴/²¹ + ts ɿ ²¹ + j æ̃ ²¹,,Cihui,,,,,一 支 煙
Suzhou-848_piececlassifierforcigarettes-1,,Suzhou,848_piececlassifierforcigarettes,iɪʔ⁴kən⁴⁴ɕiaŋ⁴⁴iɪ⁴⁴₂₁,iɪʔ⁴kən⁴⁴ɕiaŋ⁴⁴iɪ⁴⁴₂₁,iɪ ʔ ⁴ + k ə n ⁴⁴ + ɕ i/j a ŋ ⁴⁴ + iɪ ²¹/⁴⁴,,Cihui,,,,,一 根 香 煙
Suzhou-848_piececlassifierforcigarettes-2,,Suzhou,848_piececlassifierforcigarettes,iɪʔ⁴tsʮ⁴⁴ɕiaŋ⁴⁴iɪ⁴⁴₂₁,iɪʔ⁴tsʮ⁴⁴ɕiaŋ⁴⁴iɪ⁴⁴₂₁,iɪ ʔ ⁴ + ts ʮ ⁴⁴ + ɕ i/j a ŋ ⁴⁴ + iɪ ²¹/⁴⁴,,Cihui,,,,,一 支 善 殺
Yangzhou-848_piececlassifierforcigarettes-2,,Yangzhou,848_piececlassifierforcigarettes,iəʔ⁴kəŋ³¹ɕiɑŋ³¹iĩ³¹,iəʔ⁴kəŋ³¹ɕiɑŋ³¹iĩ³¹,i/j ə ʔ ⁴ + k ə ŋ ³¹ + ɕ i/j ɑ ŋ ³¹ + iĩ/ĩ ³¹,,Cihui,,,,,一 根 香 煙
Beijing-851_piececlassifierforclothes-1,,Beijing,851_piececlassifierforclothes,i⁵¹ʂənr⁵⁵i⁵⁵ʂaŋ⁰,i⁵¹ʂənr⁵⁵i⁵⁵ʂaŋ⁰,i ⁵¹ + ʂ */ə n ⁵⁵ + i ⁵⁵ + ʂ a ŋ ⁰,,Cihui,,,,,一 身 衣 裳
Jinan-851_piececlassifierforclothes-1,,Jinan,851_piececlassifierforclothes,i²¹³tʰɔ²¹i²¹³ʂaŋ⁰,i²¹³tʰɔ²¹i²¹³ʂaŋ⁰,i ²¹³ + tʰ ɔ ²¹ + i ²¹³ + ʂ a ŋ ⁰,,Cihui,,,,,一 套 衣 裳
Jinan-851_piececlassifierforclothes-2,,Jinan,851_piececlassifierforclothes,i²¹³ʂẽ²¹³i²¹³ʂaŋ⁰,i²¹³ʂẽ²¹³i²¹³ʂaŋ⁰,i ²¹³ + ʂ ẽ ²¹³ + i ²¹³ + ʂ a ŋ ⁰,,Cihui,,,,,一 身 衣 裳
Shenyang-851_piececlassifierforclothes-1,,Shenyang,851_piececlassifierforclothes,i³⁵tʰau⁴¹i³³fu⁰,i³⁵tʰau⁴¹i³³fu⁰,i ³⁵ + tʰ au ⁴¹ + i ³³ + f u ⁰,,Cihui,,,,,一 套 衣 服
XiAn-851_piececlassifierforclothes-1,,XiAn,851_piececlassifierforclothes,i²¹tʰɑu⁴⁵i²¹fu⁰,i²¹tʰɑu⁴⁵i²¹fu⁰,i ²¹ + tʰ ɑu ⁴⁵ + i ²¹ + f u ⁰,,Cihui,,,,,一 套 衣 服
Chengdu-851_piececlassifierforclothes-1,,Chengdu,851_piececlassifierforclothes,i³¹tʰau¹³i⁴⁴fu³¹,i³¹tʰau¹³i⁴⁴fu³¹,i ³¹ + tʰ au ¹³ + i ⁴⁴ + f u ³¹,,Cihui,,,,,一 套 衣 服
Kunming-851_piececlassifierforclothes-1,,Kunming,851_piececlassifierforclothes,i³¹₁₃tʰau¹³i⁴⁴ʂã³¹₄₄,i³¹₁₃tʰau¹³i⁴⁴ʂã³¹₄₄,i ¹³/³¹ + tʰ au ¹³ + i ⁴⁴ + ʂ ã ⁴⁴/³¹,,Cihui,,,,,一 套 衣 裳
Hefei-851_piececlassifierforclothes-1,,Hefei,851_piececlassifierforclothes,iəʔ⁴tʰɔ⁵³zๅ²¹²ʂɑ̃⁵⁵,iəʔ⁴tʰɔ⁵³zๅ²¹²ʂɑ̃⁵⁵,i/j ə ʔ ⁴ + tʰ ɔ ⁵³ + z ɿ ²¹² + ʂ ɑ̃ ⁵⁵,,Cihui,,,,,一 套 衣 裳
Yangzhou-851_piececlassifierforclothes-1,,Yangzhou,851_piececlassifierforclothes,iəʔ⁴səŋ³¹i³¹sɑŋ⁰,iəʔ⁴səŋ³¹i³¹sɑŋ⁰,i/j ə ʔ ⁴ + s ə ŋ ³¹ + i ³¹ + s ɑ ŋ ⁰,,Cihui,,,,,一 身 衣 裳
Yangzhou-851_piececlassifierforclothes-2,,Yangzhou,851_piececlassifierforclothes,iəʔ⁴tʰɔ⁵⁵kuɑ⁵⁵kʰu⁵⁵,iəʔ⁴tʰɔ⁵⁵kuɑ⁵⁵kʰu⁵⁵,i/j ə ʔ ⁴ + tʰ ɔ ⁵⁵ + k u/w ɑ ⁵⁵ + kʰ u ⁵⁵,,Cihui,,,,,一 套 褂 袴
Suzhou-851_piececlassifierforclothes-1,,Suzhou,851_piececlassifierforclothes,iɪʔ⁴tʰæ⁵¹³i⁴⁴zɒŋ³¹₂₁,iɪʔ⁴tʰæ⁵¹³i⁴⁴zɒŋ³¹₂₁,iɪ ʔ ⁴ + tʰ æ ⁵¹³ + i ⁴⁴ + z ɒ ŋ ²¹/³¹,,Cihui,,,,,一 套 衣 裳
Wenzhou-851_piececlassifierforclothes-1,,Wenzhou,851_piececlassifierforclothes,i²³tʰɜ⁴²i⁴⁴ɦi³¹,i²³tʰɜ⁴²i⁴⁴ɦi³¹,i ²³ + tʰ ɜ ⁴² + i ⁴⁴ + ɦ i ³¹,,Cihui,,,,,一 套 衣 裳
Changsha-851_piececlassifierforclothes-1,,Changsha,851_piececlassifierforclothes,i²⁴tʰau⁵⁵i³³fu⁰,i²⁴tʰau⁵⁵i³³fu⁰,i ²⁴ + tʰ au ⁵⁵ + i ³³ + f u ⁰,,Cihui,,,,,一 套 衣 服
Nanchang-851_piececlassifierforclothes-1,,Nanchang,851_piececlassifierforclothes,it⁵tʰau²¹³i⁴²sɔŋ⁰,it⁵tʰau²¹³i⁴²sɔŋ⁰,i t ⁵ + tʰ au ²¹³ + i ⁴² + s ɔ ŋ ⁰,,Cihui,,,,,一 套 衣 裳
Nanchang-851_piececlassifierforclothes-2,,Nanchang,851_piececlassifierforclothes,it⁵sən⁴²i⁴²sɔŋ⁰,it⁵sən⁴²i⁴²sɔŋ⁰,i t ⁵ + s ə n ⁴² + i ⁴² + s ɔ ŋ ⁰,,Cihui,,,,,一 身 衣 裳
Meixian-851_piececlassifierforclothes-1,,Meixian,851_piececlassifierforclothes,jit²¹sən⁴⁴sam⁴⁴fu⁴²,jit²¹sən⁴⁴sam⁴⁴fu⁴²,i/j i t ²¹ + s ə n ⁴⁴ + s a m ⁴⁴ + f u ⁴²,,Cihui,,,,,一 身 衫 袴
Guangzhou-851_piececlassifierforclothes-1,,Guangzhou,851_piececlassifierforclothes,jɐt⁵tʰyt³³ʃam⁵³fu³³,jɐt⁵tʰyt³³ʃam⁵³fu³³,i/j ɐ t ⁵ + tʰ y t ³³ + ʃ a m ⁵³ + f u ³³,,Cihui,,,,,一 脫 衫 袴
Yangjiang-851_piececlassifierforclothes-1,,Yangjiang,851_piececlassifierforclothes,jɐt²⁴tʰut²¹ʃam³³fu²⁴,jɐt²⁴tʰut²¹ʃam³³fu²⁴,i/j ɐ t ²⁴ + tʰ u t ²¹ + ʃ a m ³³ + f u ²⁴,,Cihui,,,,,一 脫 衫 袴
Chaozhou-851_piececlassifierforclothes-1,,Chaozhou,851_piececlassifierforclothes,tsek⁴₂₁sã³³₂₃kʰou²¹³,tsek⁴₂₁sã³³₂₃kʰou²¹³,ts e k ²¹/⁴ + h u ⁴²/²¹³ + s ã ²³/³³ + kʰ ou ²¹³,,Cihui,,,,,一 付 衫 袴
Fuzhou-851_piececlassifierforclothes-1,,Fuzhou,851_piececlassifierforclothes,sɔ³¹lɔ²¹³i⁴⁴luoŋ⁵²,sɔ³¹lɔ²¹³i⁴⁴luoŋ⁵²,s ɔ ³¹ + l ɔ ²¹³ + i ⁴⁴ + l u/w o ŋ ⁵²,,Cihui,,,,,一 套 衣 裳
Xiamen-851_piececlassifierforclothes-1,,Xiamen,851_piececlassifierforclothes,tsit⁵₃₂su⁵⁵₃₃sã⁵⁵₃₃kʰɔ¹¹,tsit⁵₃₂su⁵⁵₃₃sã⁵⁵₃₃kʰɔ¹¹,ts i t ³²/⁵ + s u ³³/⁵⁵ + s ã ³³/⁵⁵ + kʰ ɔ ¹¹,,Cihui,,,,,一 輸 衫 袴
Beijing-842_piececlassifierforfishes-1,,Beijing,842_piececlassifierforfishes,i⁵¹tʰiau³⁵y³⁵,i⁵¹tʰiau³⁵y³⁵,i ⁵¹ + tʰ i/j au ³⁵ + y ³⁵,,Cihui,,,,,一 條 魚
Jinan-842_piececlassifierforfishes-1,,Jinan,842_piececlassifierforfishes,i²¹³tʰiɔ⁴²y⁴²,i²¹³tʰiɔ⁴²y⁴²,i ²¹³ + tʰ i/j ɔ ⁴² + y ⁴²,,Cihui,,,,,一 條 魚
Shenyang-842_piececlassifierforfishes-1,,Shenyang,842_piececlassifierforfishes,i⁴¹tʰiau³⁵y³⁵,i⁴¹tʰiau³⁵y³⁵,i ⁴¹ + tʰ i/j au ³⁵ + y ³⁵,,Cihui,,,,,一 條 魚
XiAn-842_piececlassifierforfishes-1,,XiAn,842_piececlassifierforfishes,i²¹tʰiɑu²⁴y²⁴,i²¹tʰiɑu²⁴y²⁴,i ²¹ + tʰ i/j ɑu ²⁴ + y ²⁴,,Cihui,,,,,一 條 魚
Chengdu-842_piececlassifierforfishes-1,,Chengdu,842_piececlassifierforfishes,i³¹tʰiau³¹y³¹,i³¹tʰiau³¹y³¹,i ³¹ + tʰ i/j au ³¹ + y ³¹,,Cihui,,,,,一 條 魚
Chengdu-842_piececlassifierforfishes-2,,Chengdu,842_piececlassifierforfishes,i³¹kən⁴⁴y³¹,i³¹kən⁴⁴y³¹,i ³¹ + k ə n ⁴⁴ + y ³¹,,Cihui,,,,,一 根 魚
Kunming-842_piececlassifierforfishes-1,,Kunming,842_piececlassifierforfishes,i³¹₁₃ue⁵³i³¹,i³¹₁₃ue⁵³i³¹,i ¹³/³¹ + u/w e ⁵³ + i ³¹,,Cihui,,,,,一 尾 魚
Hefei-842_piececlassifierforfishes-1,,Hefei,842_piececlassifierforfishes,ieʔ⁴tʰiɔ⁵⁵y⁵⁵,ieʔ⁴tʰiɔ⁵⁵y⁵⁵,i/j e ʔ ⁴ + tʰ i/j ɔ ⁵⁵ + y ⁵⁵,,Cihui,,,,,一 條 魚
Yangzhou-842_piececlassifierforfishes-1,,Yangzhou,842_piececlassifierforfishes,iəʔ⁴tʰiɔ³⁴y³⁴,iəʔ⁴tʰiɔ³⁴y³⁴,i/j ə ʔ ⁴ + tʰ i/j ɔ ³⁴ + y ³⁴,,Cihui,,,,,一 條 魚
Suzhou-842_piececlassifierforfishes-1,,Suzhou,842_piececlassifierforfishes,iɪʔ⁴diæ²⁴ῃ²⁴,iɪʔ⁴diæ²⁴ῃ²⁴,iɪ ʔ ⁴ + d i/j æ ²⁴ + ŋ̍ ²⁴,,Cihui,,,,,一 條 魚
Changsha-842_piececlassifierforfishes-1,,Changsha,842_piececlassifierforfishes,i²⁴tiau¹³y¹³,i²⁴tiau¹³y¹³,i ²⁴ + t i/j au ¹³ + y ¹³,,Cihui,,,,,一 條 魚
Nanchang-842_piececlassifierforfishes-1,,Nanchang,842_piececlassifierforfishes,it⁵tsak⁵ȵiɛ⁵⁵,it⁵tsak⁵ȵiɛ⁵⁵,i t ⁵ + ts a k ⁵ + ȵ i/j ɛ ⁵⁵,,Cihui,,,,,一 只 魚
Meixian-842_piececlassifierforfishes-1,,Meixian,842_piececlassifierforfishes,jit²¹tʰiau¹²ῃ¹²,jit²¹tʰiau¹²ῃ¹²,i/j i t ²¹ + tʰ i/j au ¹² + ŋ̍ ¹²,,Cihui,,,,,一 條 魚
Guangzhou-842_piececlassifierforfishes-1,,Guangzhou,842_piececlassifierforfishes,jɐt⁵tʰiu²¹jy²¹₃₅,jɐt⁵tʰiu²¹jy²¹₃₅,i/j ɐ t ⁵ + tʰ i/j u ²¹ + i/j y ³⁵/²¹,,Cihui,,,,,一 條 魚
Yangjiang-842_piececlassifierforfishes-1,,Yangjiang,842_piececlassifierforfishes,jɐt²⁴tʰiu⁴⁴³ji⁴⁴³,jɐt²⁴tʰiu⁴⁴³ji⁴⁴³,i/j ɐ t ²⁴ + tʰ i/j u ⁴⁴³ + i/j i ⁴⁴³,,Cihui,,,,,一 條 魚
Chaozhou-842_piececlassifierforfishes-1,,Chaozhou,842_piececlassifierforfishes,tsek⁴₂₁bue⁵³₂₄hɯ⁵⁵,tsek⁴₂₁bue⁵³₂₄hɯ⁵⁵,ts e k ²¹/⁴ + b u/w e ²⁴/⁵³ + h ɯ ⁵⁵,,Cihui,,,,,一 尾 魚
Fuzhou-842_piececlassifierforfishes-1,,Fuzhou,842_piececlassifierforfishes,sɔ³¹lau⁵²ŋy⁵²,sɔ³¹lau⁵²ŋy⁵²,s ɔ ³¹ + l au ⁵² + ŋ y ⁵²,,Cihui,,,,,一 頭 魚
Wenzhou-842_piececlassifierforfishes-1,,Wenzhou,842_piececlassifierforfishes,i²³diu³¹ŋøy³¹,i²³diu³¹ŋøy³¹,i ²³ + d i/j u ³¹ + ŋ øi ³¹,,Cihui,,,,,一 頭 魚
Xiamen-842_piececlassifierforfishes-1,,Xiamen,842_piececlassifierforfishes,tsit⁵₃₂be⁵¹₅₅hi²⁴,tsit⁵₃₂be⁵¹₅₅hi²⁴,ts i t ³²/⁵ + b e ⁵⁵/⁵¹ + h i ²⁴,,Cihui,,,,,一 尾 魚
Beijing-854_piececlassifierforheats-1,,Beijing,854_piececlassifierforheats,i⁵¹tiŋ²¹⁴₂₁tʂaŋ⁵¹tsๅ⁰,i⁵¹tiŋ²¹⁴₂₁tʂaŋ⁵¹tsๅ⁰,i ⁵¹ + t i ŋ ²¹/²¹⁴ + ʈʂ a ŋ ⁵¹ + ts ɿ ⁰,,Cihui,,,,,一 頂 帳 子
Jinan-854_piececlassifierforheats-1,,Jinan,854_piececlassifierforheats,i²¹³tʂʰuaŋ⁴²tʂaŋ²¹tsๅ⁰,i²¹³tʂʰuaŋ⁴²tʂaŋ²¹tsๅ⁰,i ²¹³ + ʈʂʰ u/w a ŋ ⁴² + ʈʂ a ŋ ²¹ + ts ɿ ⁰,,Cihui,,,,,一 床 帳 子
Shenyang-854_piececlassifierforheats-1,,Shenyang,854_piececlassifierforheats,i⁴¹tiŋ²¹³₂₁tsaŋ⁴¹tsๅ⁰,i⁴¹tiŋ²¹³₂₁tsaŋ⁴¹tsๅ⁰,i ⁴¹ + t i ŋ ²¹/²¹³ + ts a ŋ ⁴¹ + ts ɿ ⁰,,Cihui,,,,,一 頂 帳 子
XiAn-854_piececlassifierforheats-1,,XiAn,854_piececlassifierforheats,i²¹tiŋ⁵³tʂɑŋ⁴⁵tsๅ⁰,i²¹tiŋ⁵³tʂɑŋ⁴⁵tsๅ⁰,i ²¹ + t i ŋ ⁵³ + ʈʂ ɑ ŋ ⁴⁵ + ts ɿ ⁰,,Cihui,,,,,一 頂 帳 子
Chengdu-854_piececlassifierforheats-1,,Chengdu,854_piececlassifierforheats,i³¹tsʰuaŋ³¹tsau¹³tsๅ⁵³,i³¹tsʰuaŋ³¹tsau¹³tsๅ⁵³,i ³¹ + tsʰ u/w a ŋ ³¹ + ts au ¹³ + ts ɿ ⁵³,,Cihui,,,,,一 床 罩 子
Kunming-854_piececlassifierforheats-1,,Kunming,854_piececlassifierforheats,i³¹₁₃loŋ⁵³tʂã¹³tsๅ⁵³,i³¹₁₃loŋ⁵³tʂã¹³tsๅ⁵³,i ¹³/³¹ + l o ŋ ⁵³ + ʈʂ ã ¹³ + ts ɿ ⁵³,,Cihui,,,,,一 籠 帳 子
Hefei-854_piececlassifierforheats-1,,Hefei,854_piececlassifierforheats,iəʔ⁴tin²⁴tʂɑ̃⁵³tsə⁰,iəʔ⁴tin²⁴tʂɑ̃⁵³tsə⁰,i/j ə ʔ ⁴ + t i n ²⁴ + ʈʂ ɑ̃ ⁵³ + ts ə ⁰,,Cihui,,,,,一 頂 帳 子
Yangzhou-854_piececlassifierforheats-1,,Yangzhou,854_piececlassifierforheats,iəʔ⁴tiŋ⁴²tsɑŋ⁵⁵tsɛ⁰,iəʔ⁴tiŋ⁴²tsɑŋ⁵⁵tsɛ⁰,i/j ə ʔ ⁴ + t i ŋ ⁴² + ts ɑ ŋ ⁵⁵ + ts ɛ ⁰,,Cihui,,,,,一 頂 帳 子
Suzhou-854_piececlassifierforheats-1,,Suzhou,854_piececlassifierforheats,iɪʔ⁴tin⁴¹tsaŋ⁵¹³₄₄tsๅ⁴¹₂₁,iɪʔ⁴tin⁴¹tsaŋ⁵¹³₄₄tsๅ⁴¹₂₁,iɪ ʔ ⁴ + t i n ⁴¹ + ts a ŋ ⁴⁴/⁵¹³ + ts ɿ ²¹/⁴¹,,Cihui,,,,,一 頂 帳 子
Wenzhou-854_piececlassifierforheats-1,,Wenzhou,854_piececlassifierforheats,i²³ləŋ²⁴pøy⁴²tɕi⁴²,i²³ləŋ²⁴pøy⁴²tɕi⁴²,i ²³ + l ə ŋ ²⁴ + p øi ⁴² + tɕ i ⁴²,,Cihui,,,,,一 領 布 帳
Changsha-854_piececlassifierforheats-1,,Changsha,854_piececlassifierforheats,i²¹pu²⁴tsan⁵⁵tsๅ⁰,i²¹pu²⁴tsan⁵⁵tsๅ⁰,i ²¹ + p u ²⁴ + ts a n ⁵⁵ + ts ɿ ⁰,,Cihui,,,,,一 蔔 帳 子
Nanchang-854_piececlassifierforheats-1,,Nanchang,854_piececlassifierforheats,it⁵tin²¹³tsɔŋ⁵⁵tsๅ⁰,it⁵tin²¹³tsɔŋ⁵⁵tsๅ⁰,i t ⁵ + t i n ²¹³ + ts ɔ ŋ ⁵⁵ + ts ɿ ⁰,,Cihui,,,,,一 頂 帳 子
Meixian-854_piececlassifierforheats-1,,Meixian,854_piececlassifierforheats,jit²¹taŋ³¹mun⁴⁴tsɔŋ⁴²,jit²¹taŋ³¹mun⁴⁴tsɔŋ⁴²,i/j i t ²¹ + t a ŋ ³¹ + m u n ⁴⁴ + ts ɔ ŋ ⁴²,,Cihui,,,,,一 頂 蚊 帳
Guangzhou-854_piececlassifierforheats-1,,Guangzhou,854_piececlassifierforheats,jɐt⁵tʰɔŋ²¹mɐn²¹₅₅tʃœŋ³³,jɐt⁵tʰɔŋ²¹mɐn²¹₅₅tʃœŋ³³,i/j ɐ t ⁵ + tʰ ɔ ŋ ²¹ + m ɐ n ⁵⁵/²¹ + tʃ œ ŋ ³³,,Cihui,,,,,一 堂 蚊 帳
Yangjiang-854_piececlassifierforheats-1,,Yangjiang,854_piececlassifierforheats,jɐt²⁴fan³³mɐn⁴⁴³tʃiɛŋ²⁴,jɐt²⁴fan³³mɐn⁴⁴³tʃiɛŋ²⁴,i/j ɐ t ²⁴ + f a n ³³ + m ɐ n ⁴⁴³ + tʃ i/j ɛ ŋ ²⁴,,Cihui,,,,,一 番 蚊 帳
Xiamen-854_piececlassifierforheats-1,,Xiamen,854_piececlassifierforheats,tsit⁵₃₂nĩã⁵¹₅₅baŋ⁵¹₅₅ta¹¹,tsit⁵₃₂nĩã⁵¹₅₅baŋ⁵¹₅₅ta¹¹,ts i t ³²/⁵ + n j ã ⁵⁵/⁵¹ + b a ŋ ⁵⁵/⁵¹ + t a ¹¹,,Cihui,,,,,一 領 蠓 罩
Fuzhou-854_piececlassifierforheats-1,,Fuzhou,854_piececlassifierforheats,sɔ³¹taʰouŋ⁵²tuɔŋ²¹³,sɔ³¹taʰouŋ⁵²tuɔŋ²¹³,s ɔ ³¹ + tsʰ ou ŋ ⁵² + t u/w ɔ ŋ ²¹³,,Cihui,,,,,一 床 帳
Chaozhou-854_piececlassifierforheats-1,,Chaozhou,854_piececlassifierforheats,tsek⁴₂₁nia⁵³₂₄maŋ⁵³₂₄tĩẽ²¹³,tsek⁴₂₁nia⁵³₂₄maŋ⁵³₂₄tĩẽ²¹³,ts e k ²¹/⁴ + n i/j a ²⁴/⁵³ + m a ŋ ²⁴/⁵³ + t j ẽ ²¹³,,Cihui,,,,,一 領 虻 帳
Beijing-857_piececlassifierforhouses-1,,Beijing,857_piececlassifierforhouses,i⁵¹suo²¹⁴₂₁faŋ³⁵tsๅ⁰,i⁵¹suo²¹⁴₂₁faŋ³⁵tsๅ⁰,i ⁵¹ + s u/w o ²¹/²¹⁴ + f a ŋ ³⁵ + ts ɿ ⁰,,Cihui,,,,,一 所 房 子
