Language_ID	Value	Lexibank	Prosody	NOTE
Hefei	ə	ə	n	
Hefei	ɯ	ɯ	n	
Hefei	ʊ	ʊ	n	
Hefei	ei	ei	n	
Hefei	ɑ̃	ɑ̃	n	
Hefei	æ̃	æ̃	n	
Hefei	ʊ̃	ʊ̃	n	
Hefei	ə n	ə n	n c	
Hefei	ə ŋ	ə ŋ	n c	
Hefei	ɐ ʔ	ɐ ʔ	n c	
Hefei	ə ʔ	ə ʔ	n c	
Hefei	i	i	n	
Hefei	i a	i a	m n	
Hefei	i o	i o	m n	
Hefei	i ᴇ	i e̞	m n	
Hefei	i ɯ	i ɯ	m n	
Hefei	i ɑ̃	i ɑ̃	m n	
Hefei	i ɪ̃	i ɪ̃	m n	
Hefei	i n	i n	n c	
Hefei	i ŋ	i ŋ	n c	
Hefei	i ɐ ʔ	i ɐ ʔ	m n c	
Hefei	i ə ʔ	i ə ʔ	m n c	
Hefei	u	u	n	
Hefei	u a	u/w a	m n	
Hefei	u ᴇ	u/w e̞	m n	
Hefei	u ə	u/w ə	m n	
Hefei	u i	u/w i	m n	
Hefei	u ɑ̃	u/w ɑ̃	m n	
Hefei	u æ̃	u/w æ̃	m n	
Hefei	u n	u n	n c	
Hefei	u ɐ ʔ	u/w ɐ ʔ	m n c	
Hefei	u ə ʔ	u/w ə ʔ	m n c	
Hefei	y	y	n	
Hefei	y ᴇ	y/ɥ e̞	m n	
Hefei	y ĩ	y/ɥ ĩ	m n	
Hefei	y n	y n	n c	
Hefei	y ɐ ʔ	y/ɥ ɐ ʔ	m n c	
Hefei	y ə ʔ	y/ɥ ə ʔ	m n c	
Hefei	²¹²	²¹²	t/ip	
Hefei	⁵⁵	⁵⁵	t/ap	
Hefei	²⁴	²⁴	t/s	
Hefei	⁵³	⁵³	t/q	
Hefei	⁴	⁴	t/r	
Hefei	⁰	⁰	t	
Chengdu	p	p	i	
Chengdu	p’	pʰ	i	
Chengdu	m	m	i	
Chengdu	f	f	i	
Chengdu	v	v	i	
Chengdu	t	t	i	
Chengdu	t’	tʰ	i	
Chengdu	l	n	i	
Chengdu	ts	ts	i	
Chengdu	ts’	tsʰ	i	
Chengdu	s	s	i	
Chengdu	z	z	i	
Chengdu	tɕ	tɕ	i	
Chengdu	tɕ’	tɕʰ	i	
Chengdu	ȵ	ȵ	i	
Chengdu	ɕ	ɕ	i	
Chengdu	k	k	i	
Chengdu	k’	kʰ	i	
Chengdu	ŋ	ŋ	i	
Chengdu	x	x	i	
Chengdu	Ø	NULL	i	
Chengdu	ɿ	ɿ	n	
Chengdu	ɚ	ɚ	n	
Chengdu	a	a	n	
Chengdu	o	o	n	
Chengdu	e	e	n	
Chengdu	ai	ai	n	
Chengdu	ei	ei	n	
Chengdu	au	au	n	
Chengdu	əu	əu	n	
Chengdu	a n	a n	n c	
Chengdu	e n	e n	n c	
Chengdu	a ŋ	a ŋ	n c	
Chengdu	o ŋ	o ŋ	n c	
Chengdu	i	i	n	
Chengdu	i a	i/j a	m n	
Chengdu	i e	i/j e	m n	
Chengdu	i ai	i/j ai	m n	
Chengdu	i au	i/j au	m n	
Chengdu	i əu	i/j əu	m n	
Chengdu	i a n	i/j a n	m n c	
Chengdu	i a n	i/j a n	m n c	
Chengdu	i a ŋ	i/j a ŋ	m n c	
Chengdu	u	u	n	
Chengdu	u a	u/w a	m n	
Chengdu	u e	u/w e	m n	
Chengdu	u ai	u/w ai	m n	
Chengdu	u ei	u/w ei	m n	
Chengdu	u a n	u/w a n	m n c	
Chengdu	u ə n	u/w ə n	m n c	
Chengdu	u a ŋ	u/w a ŋ	m n c	
Chengdu	y	y	n	
Chengdu	y o	y/ɥ o	m n	
Chengdu	y e	y/ɥ e	m n	
Chengdu	y a n	y/ɥ a n	m n c	
Chengdu	y n	y n	n c	
Chengdu	y o ŋ	y/ɥ o ŋ	m n c	
Chengdu	⁴⁴	⁴⁴	t/ip	
Chengdu	³¹	³¹	t/ap	
Chengdu	⁵³	⁵³	t/s	
Chengdu	¹³	¹³	t/q	
Chengdu	(not in source)	³¹/⁴⁴	t/ip	
Chengdu	(not in source)	⁴⁴/³¹	t/ap	
Chengdu	(not in source)	³¹/⁵³	t/s	
Chengdu	(not in source)	⁴⁴/¹³	t/q	
Suzhou	p	p	i	
Suzhou	p’	pʰ	i	
Suzhou	b	b	i	
Suzhou	m	m	i	
Suzhou	f	f	i	
Suzhou	v	v	i	
Suzhou	t	t	i	
Suzhou	t’	tʰ	i	
Suzhou	d	d	i	
Suzhou	n	n	i	
Suzhou	l	l	i	
Suzhou	ts	ts	i	
Suzhou	ts’	tsʰ	i	
Suzhou	s	s	i	
Suzhou	z	z	i	
Suzhou	tɕ	tɕ	i	
Suzhou	tɕ’	tɕʰ	i	
Suzhou	dʑ	dʑ	i	
Suzhou	ȵ	ȵ	i	
Suzhou	ɕ	ɕ	i	
Suzhou	k	k	i	
Suzhou	k’	kʰ	i	
Suzhou	g	g	i	
Suzhou	ŋ	ŋ	i	
Suzhou	h	h	i	
Suzhou	ɦ	ɦ	i	
Suzhou	Ø	NULL	i	
Suzhou	ɿ	ɿ	n	
Suzhou	ʮ	ʮ	n	
Suzhou	ɒ	ɒ	n	
Suzhou	ᴇ	e̞	n	
Suzhou	æ	æ	n	
Suzhou	o	o	n	
Suzhou	ø	ø	n	
Suzhou	ʏ	ʏ	n	
Suzhou	əu	əu	n	
Suzhou	ə n	ə n	n c	
Suzhou	a ŋ	a ŋ	n c	
Suzhou	ɒ ŋ	ɒ ŋ	n c	
Suzhou	o ŋ	o ŋ	n c	
Suzhou	ɒ ʔ	ɒ ʔ	n c	
Suzhou	a ʔ	a ʔ	n c	
Suzhou	ɤ ʔ	ɤ ʔ	n c	
Suzhou	o ʔ	o ʔ	n c	
Suzhou	i	i	n	
Suzhou	i ɒ	i/j ɒ	m n	
Suzhou	i æ	i/j æ	m n	
Suzhou	i o	i/j o	m n	
Suzhou	i ø	i/j ø	m n	
Suzhou	i ɪ	i/j ɪ	m n	
Suzhou	i ʏ	i/j ʏ	m n	
Suzhou	i n	i n	n c	
Suzhou	i a ŋ	i/j a ŋ	m n c	
Suzhou	i ɒ ŋ	i/j ɒ ŋ	m n c	
Suzhou	i o ŋ	i/j o ŋ	m n c	
Suzhou	i ɒ ʔ	i/j ɒ ʔ	m n c	
Suzhou	i a ʔ	i/j a ʔ	m n c	
Suzhou	i o ʔ	i/j o ʔ	m n c	
Suzhou	i ɪ ʔ	i/j ɪ ʔ	m n c	
Suzhou	u	u	m	
Suzhou	u ɒ	u/w ɒ	m n	
Suzhou	u ᴇ	u/w e̞	m n	
Suzhou	u ø	u/w ø	m n	
Suzhou	u ə n	u/w ə n	m n c	
Suzhou	u a ŋ	u/w a ŋ	m n c	
Suzhou	u ɒ ŋ	u/w ɒ ŋ	m n c	
Suzhou	u a ʔ	u/w a ʔ	m n c	
Suzhou	u ɤ ʔ	u/w ɤ ʔ	m n c	
Suzhou	y	y	n	
Suzhou	y ə n	y/ɥ ə n	m n c	
Suzhou	y a ʔ	y/ɥ a ʔ	m n c	
Suzhou	y ɤ ʔ	y/ɥ ɤ ʔ	m n c	
Suzhou	l̩	l̩	n	
Suzhou	m̩	m̩	n	
Suzhou	n̩	n̩	n	
Suzhou	ŋ̍	ŋ̍	n	
Suzhou	⁴⁴	⁴⁴	t/ip	
Suzhou	²⁴	²⁴	t/ap	
Suzhou	⁴¹	⁴¹	t/s	
Suzhou	⁵¹³	⁵¹³	t/iq	
Suzhou	³¹	³¹	t/aq	
Suzhou	⁴	⁴	t/ir	
Suzhou	²³	²³	t/ar	
Suzhou	(not in source)	²¹	t/?	
Kunming	p	p	i	
Kunming	p’	pʰ	i	
Kunming	m	m	i	
Kunming	f	f	i	
Kunming	t	t	i	
Kunming	t’	tʰ	i	
Kunming	n	n	i	
Kunming	l	l	i	
Kunming	ts	ts	i	
Kunming	ts’	tsʰ	i	
Kunming	s	s	i	
Kunming	tʂ	ʈʂ	i	
Kunming	tʂ’	ʈʂʰ	i	
Kunming	ʂ	ʂ	i	
Kunming	ʐ	ʐ	i	
Kunming	tɕ	tɕ	i	
Kunming	tɕ’	tɕʰ	i	
Kunming	ɕ	ɕ	i	
Kunming	k	k	i	
Kunming	k’	kʰ	i	
Kunming	x	x	i	
Kunming	Ø	NULL	i	
Kunming	ɿ	ɿ	n	
Kunming	ʅ	ʅ	n	
Kunming	a	a	n	
Kunming	ɛ	ɛ	n	
Kunming	e	e	n	
Kunming	o	o	n	
Kunming	ə	ə	n	
Kunming	au	au	n	
Kunming	əu	əu	n	
Kunming	ã	ã	n	
Kunming	ə̃	ə̃	n	
Kunming	o ŋ	o ŋ	n c	
Kunming	i	i	n	
Kunming	i a	i/j a	m n	
Kunming	i ɛ	i/j ɛ	m n	
Kunming	i e	i/j e	m n	
Kunming	i o	i/j o	m n	
Kunming	i au	i/j au	m n	
Kunming	i ã	i/j ã	n m	
Kunming	ĩ	ĩ	n	
Kunming	i o ŋ	i/j o ŋ	m n c	
Kunming	u	u	n	
Kunming	u a	u/w a	m n	
Kunming	u ɛ	u/w ɛ	m n	
Kunming	u e	u/w e	m n	
Kunming	u o	u/w o	m n	
Kunming	u ã	u/w ã	m n	
Kunming	u ə̃	u/w ə̃	m n	
Kunming	⁴⁴	⁴⁴	t/ip	
Kunming	³¹	³¹	t/ap	
Kunming	⁵³	⁵³	t/s	
Kunming	¹³	¹³	t/q	
Nanchang	p	p	i	
Nanchang	p’	pʰ	i	
Nanchang	m	m	i	
Nanchang	f	f	i	
Nanchang	t	t	i	
Nanchang	t’	tʰ	i	
Nanchang	l	l	i	
Nanchang	ts	ts	i	
Nanchang	ts’	tsʰ	i	
Nanchang	s	s	i	
Nanchang	tɕ	tɕ	i	
Nanchang	tɕ’	tɕʰ	i	
Nanchang	ȵ	ȵ	i	
Nanchang	ɕ	ɕ	i	
Nanchang	k	k	i	
Nanchang	k’	kʰ	i	
Nanchang	ŋ	ŋ	i	
Nanchang	h	h	i	
Nanchang	Ø	NULL	i	
Nanchang	ɿ	ɿ	n	
Nanchang	a	a	n	
Nanchang	ɛ	ɛ	n	
Nanchang	ɔ	ɔ	n	
Nanchang	ə	ə	n	
Nanchang	ai	ai	n	
Nanchang	ei	ei	n	
Nanchang	au	au	n	
Nanchang	ɛu	ɛu	n	
Nanchang	əu	əu	n	
Nanchang	i	i	n	
Nanchang	i a	i/j a	m n	
Nanchang	i ɛ	i/j ɛ	m n	
Nanchang	i ɛu	i/j ɛu	m n	
Nanchang	i u	i/j u	m n	
Nanchang	u	u	n	
Nanchang	u a	u/w a	m n	
Nanchang	u ɔ	u/w ɔ	m n	
Nanchang	u ai	u/w ai	m n	
Nanchang	u i	u/w i	m n	
Nanchang	y	y	n	
Nanchang	y o	y/ɥ o	m n	
Nanchang	a n	a n	n c	
Nanchang	ɛ n	ɛ n	n c	
Nanchang	ɔ n	ɔ n	n c	
Nanchang	ɛ n	ɛ n	n c	
Nanchang	a ŋ	a ŋ	n c	
Nanchang	o ŋ	o ŋ	n c	
Nanchang	a t	a t	n c	
Nanchang	ɛ t	ɛ t	n c	
Nanchang	ɔ t	ɔ t	n c	
Nanchang	ə t	ə t	n c	
Nanchang	a k	a k	n c	
Nanchang	ɔ k	ɔ k	n c	
Nanchang	i ɛ n	i/j ɛ n	m n c	
Nanchang	i n	i n	n c	
Nanchang	i a ŋ	i/j a ŋ	m n c	
Nanchang	i ŋ	i ŋ	n c	
Nanchang	i u ŋ	i/j u ŋ	m n c	
Nanchang	i ɛ t	i/j ɛ t	m n c	
Nanchang	i t	i t	n c	
Nanchang	i a k	i/j a k	m n c	
Nanchang	i ɔ k	i/j ɔ k	m n c	
Nanchang	i u k	i/j u k	m n c	
Nanchang	u a n	u/w a n	m n c	
Nanchang	u ɔ n	u/w ɔ n	m n c	
Nanchang	u n	u n	n c	
Nanchang	u a ŋ	u/w a ŋ	m n c	
Nanchang	u ɔ ŋ	u/w ɔ ŋ	m n c	
Nanchang	u ŋ	u ŋ	n c	
Nanchang	u a t	u/w a t	m n c	
Nanchang	u ɛ t	u/w ɛ t	m n c	
Nanchang	u ɔ t	u/w ɔ t	m n c	
Nanchang	u t	u t	n c	
Nanchang	u ɔ k	u/w ɔ k	m n c	
Nanchang	u k	u k	n c	
Nanchang	y ɔ n	y/ɲ ɔ n	m n c	
Nanchang	y n	y n	n c	
Nanchang	y ɔ t	y/ɥ ɔ t	m n c	
Nanchang	y t	y t	n c	
Nanchang	m̩	m̩	n	
Nanchang	n̩	n̩	n	
Nanchang	ŋ̍	ŋ̍	n	
Nanchang	⁴²	⁴²	t/ip	
Nanchang	²⁴	²⁴	t/ap	
Nanchang	²¹³	²¹³	t/s	
Nanchang	⁵⁵	⁵⁵	t/iq	
Nanchang		³¹	t/aq	
Nanchang	⁵	⁵	t/r	
Nanchang	⁰	⁰	t	
Fuzhou	p	p	i	
Fuzhou	p’	pʰ	i	
Fuzhou	m	m	i	
Fuzhou	(β)	β	i	
Fuzhou	t	t	i	
Fuzhou	t’	tʰ	i	
Fuzhou	n	n	i	
Fuzhou	l	l	i	
Fuzhou	ts	ts	i	
Fuzhou	ts’	tsʰ	i	
Fuzhou	s	s	i	
Fuzhou	(z)	z	i	
Fuzhou	k	k	i	
Fuzhou	k’	kʰ	i	
Fuzhou	ŋ	ŋ	i	
Fuzhou	x	x	i	
Fuzhou	(ȵ)	ȵ	i	
Fuzhou	Ø	NULL	i	
Fuzhou	a	a	n	
Fuzhou	ɛ	ɛ	n	
Fuzhou	ɔ	ɔ	n	
Fuzhou	œ	œ	n	
Fuzhou	ai	ai	n	
Fuzhou	eu	eu	n	
Fuzhou	au	au	n	
Fuzhou	i a	i/j a	m n	
Fuzhou	i	i	n	
Fuzhou	(-ei)	ei	n	
Fuzhou	i e	i/j e	m n	
Fuzhou	i u	i/j u	m n	
Fuzhou	u a	u/w a	m n	
Fuzhou	ou	ou	n	
Fuzhou	u ɔ	u/w ɔ	m n	
Fuzhou	u i	u/w i	m n	
Fuzhou	u ai	u/w ai	m n	
Fuzhou	y	y	n	
Fuzhou	øy	øy	n	
Fuzhou	(-ɵy)	ɵy	n	
Fuzhou	y o	y/ɥ o	m n	
Fuzhou	a ŋ	a ŋ	n c	
Fuzhou	a ʔ	a ʔ	n c	
Fuzhou	ɛ ʔ	ɛ ʔ	n c	
Fuzhou	o ʔ	o ʔ	n c	
Fuzhou	œ ʔ	œ ʔ	n c	
Fuzhou	i a ŋ	i/j a ŋ	m n c	
Fuzhou	i ŋ	i ŋ	n c	
Fuzhou	ei ŋ	ei ŋ	n c	
Fuzhou	(-aiŋ)	ai ŋ	n c	
Fuzhou	i e ŋ	i/j e ŋ	m n c	
Fuzhou	i a ʔ	i/j a ʔ	m n c	
Fuzhou	i ʔ	i ʔ	n c	
Fuzhou	ei ʔ	ei ʔ	n c	
Fuzhou	(-aiʔ)	ai ʔ	n c	
Fuzhou	i e ʔ	i/j e ʔ	m n c	
Fuzhou	u a ŋ	u/w a ŋ	m n c	
Fuzhou	u ŋ	u ŋ	n c	
Fuzhou	ou ŋ	ou ŋ	n c	
Fuzhou	(-auŋ)	au ŋ	n c	
Fuzhou	u ɔ ŋ	u/w ɔ ŋ	m n c	
Fuzhou	u a ʔ	u/w a ʔ	m n c	
Fuzhou	u ʔ	u ʔ	n c	
Fuzhou	ou ʔ	ou ʔ	n c	
Fuzhou	(-auʔ)	au ʔ	n c	
Fuzhou	u o ʔ	u/w o ʔ	m n c	
Fuzhou	y ŋ	y ŋ	n c	
Fuzhou	øy ŋ	øy ŋ	n c	
Fuzhou	(-ɵyŋ)	ɵy ŋ	n c	
Fuzhou	y o ŋ	y/ɥ o ŋ	m n c	
Fuzhou	y ʔ	y ʔ	n c	
Fuzhou	øy ʔ	øy ʔ	n c	
Fuzhou	(-ɵyʔ)	ɵy ʔ	n c	
Fuzhou	y o ʔ	y/ɥ o ʔ	m n c	
Fuzhou	m̩	m̩	n	
Fuzhou	ŋ̍	ŋ̍	n	
Fuzhou	⁴⁴	⁴⁴	t/ip	
Fuzhou	⁵²	⁵²	t/ap	
Fuzhou	³¹	³¹	t/s	
Fuzhou	²¹³	²¹³	t/ir	
Fuzhou	²⁴²	²⁴²	t/ar	
Fuzhou	²³	²³	t/iq	
Fuzhou	⁴	⁴	t/aq	
Chaozhou	p	p	i	
Chaozhou	p’	pʰ	i	
Chaozhou	b	b	i	
Chaozhou	m	m	i	
Chaozhou	t	t	i	
Chaozhou	t’	tʰ	i	
Chaozhou	n	n	i	
Chaozhou	l	l	i	
Chaozhou	ts	ts	i	
Chaozhou	ts’	tsʰ	i	
Chaozhou	s	s	i	
Chaozhou	z	z	i	
Chaozhou	k	k	i	
Chaozhou	k’	kʰ	i	
Chaozhou	g	g	i	
Chaozhou	ŋ	ŋ	i	
Chaozhou	h	h	i	
Chaozhou	Ø	NULL	i	
Chaozhou	ɿ	ɿ	n	
Chaozhou	a	a	n	
Chaozhou	o	o	n	
Chaozhou	e	e	n	
Chaozhou	ɯ	ɯ	n	
Chaozhou	ai	ai	n	
Chaozhou	oi	oi	n	
Chaozhou	au	au	n	
Chaozhou	ou	ou	n	
Chaozhou	ã	ã	n	
Chaozhou	ẽ	ẽ	n	
Chaozhou	ãĩ	ãi	n	
Chaozhou	õĩ	õi	n	
Chaozhou	ãũ	ãu	n	
Chaozhou	õũ	õu	n	
Chaozhou	i	i	n	
Chaozhou	i a	i/j a	m n	
Chaozhou	i e	i/j e	m n	
Chaozhou	i u	i/j u	m n	
Chaozhou	i əu	i/j əu	m n	
Chaozhou	ĩ	ĩ	n	
Chaozhou	ĩ ã	i/j ã	m n	
Chaozhou	ĩ ẽ	i/j ẽ	m n	
Chaozhou	ĩ ũ	i/j ũ	m n	
Chaozhou	u	u	m	
Chaozhou	u a	u/w a	m n	
Chaozhou	u e	u/w e	m n	
Chaozhou	u i	u/w i	m n	
Chaozhou	u ai	u/w ai	m n	
Chaozhou	ũ ã	u/w ã	m n	
Chaozhou	ũ ẽ	u/w ẽ	m n	
Chaozhou	ũ ĩ	u/w ĩ	m n	
Chaozhou	ũ ãĩ	u/w ãi	m n	
Chaozhou	a m	a m	n c	
Chaozhou	a ŋ	a ŋ	n c	
Chaozhou	o ŋ	o ŋ	n c	
Chaozhou	e ŋ	e ŋ	n c	
Chaozhou	ɯ ŋ	ɯ ŋ	n c	
Chaozhou	a p	a p	n c	
Chaozhou	a k	a k	n c	
Chaozhou	o k	o k	n c	
Chaozhou	e k	e k	n c	
Chaozhou	ɯ k	ɯ k	n c	
Chaozhou	i m	i m	n c	
Chaozhou	i e m	i/j e m	m n c	
Chaozhou	i ŋ	i ŋ	n c	
Chaozhou	i a ŋ	i/j a ŋ	m n c	
Chaozhou	i o ŋ	i/j o ŋ	m n c	
Chaozhou	i e ŋ	i/j e ŋ	m n c	
Chaozhou	i p	i p	n c	
Chaozhou	i e p	i/j e p	m n c	
Chaozhou	i k	i k	n c	
Chaozhou	i a k	i/j a k	m n c	
Chaozhou	i o k	i/j o k	m n c	
Chaozhou	i e k	i/j e k	m n c	
Chaozhou	u a m	u/w a m	m n c	
Chaozhou	u ŋ	u ŋ	n c	
Chaozhou	u a ŋ	u/w a ŋ	m n c	
Chaozhou	u e ŋ	u/w e ŋ	m n c	
Chaozhou	u a p	u/w a p	m n c	
Chaozhou	u k	u k	n c	
Chaozhou	u a k	u/w a k	m n c	
Chaozhou	u e k	u/w e k	m n c	
Chaozhou	a ʔ	a ʔ	n c	
Chaozhou	o ʔ	o ʔ	n c	
Chaozhou	e ʔ	e ʔ	n c	
Chaozhou	oi ʔ	oi ʔ	n c	
Chaozhou	au ʔ	au ʔ	n c	
Chaozhou	ẽ ʔ	ẽ ʔ	n c	
Chaozhou	i ʔ	i ʔ	n c	
Chaozhou	i a ʔ	i/j a ʔ	m n c	
Chaozhou	i e ʔ	i/j e ʔ	m n c	
Chaozhou	i u ʔ	i/j u ʔ	m n c	
Chaozhou	i əu ʔ	i/j əu ʔ	m n c	
Chaozhou	ĩ ʔ	ĩ ʔ	n c	
Chaozhou	u ʔ	u ʔ	n c	
Chaozhou	u a ʔ	u/w a ʔ	m n c	
Chaozhou	u e ʔ	u/w e ʔ	m n c	
Chaozhou	m̩	m̩	n	
Chaozhou	n̩	n̩	n	
Chaozhou	ŋ̍	ŋ̍	n	
Chaozhou	ŋ̍ ʔ	ŋ̍ ʔ	n c	
Chaozhou	³³	³³	t/ip	
Chaozhou	⁵⁵	⁵⁵	t/ap	
Chaozhou	(not in source)	²¹/⁵⁵	t/ap	
Chaozhou	⁵³	⁵³	t/is	
Chaozhou	(not in source)	²⁴/⁵³	t/is	
Chaozhou	(not in source)	³¹/⁵³	t/is	
Chaozhou	³⁵	³⁵	t/as	
Chaozhou	²¹³	²¹³	t/iq	
Chaozhou	(not in source)	⁵³/²¹³	t/iq	
Chaozhou	(not in source)	⁴²/²¹³	t/iq	
Chaozhou	¹¹	¹¹	t/aq	
Chaozhou	(not in source)	¹²/¹¹	t/aq	
Chaozhou	²¹	²¹	t/ir	
Chaozhou	(not in source)	³/²¹	t/ir	
Chaozhou	(not in source)	⁴/²¹	t/ir	
Chaozhou	²¹	²¹	t/ir	
Chaozhou	(not in source)	⁵⁵/²¹	t/ir	
Chaozhou	(not in source)	³⁵/²¹	t/ir	
Chaozhou	⁴	⁴	t/ar	
Beijing	p	p	i	
Beijing	p’	pʰ	i	
Beijing	m	m	i	
Beijing	f	f	i	
Beijing	t	t	i	
Beijing	t’	tʰ	i	
Beijing	n	n	i	
Beijing	l	l	i	
Beijing	ts	ts	i	
Beijing	ts’	tsʰ	i	
Beijing	s	s	i	
Beijing	tʂ	ʈʂ	i	
Beijing	tʂ’	ʈʂʰ	i	
Beijing	ʂ	ʂ	i	
Beijing	ʐ	ʐ	i	
Beijing	tɕ	tɕ	i	
Beijing	tɕ’	tɕʰ	i	
Beijing	ɕ	ɕ	i	
Beijing	k	k	i	
Beijing	k’	kʰ	i	
Beijing	x	x	i	
Beijing	Ø	NULL	i	
Beijing	ɿ	ɿ	n	
Beijing	ʅ	ʅ	n	
Beijing	ɚ	ɚ/ə	n/r	
Beijing	a	a	n	
Beijing	ə	ə	n	
Beijing	o	o	n	
Beijing	ai	ai	n	
Beijing	ei	ei	n	
Beijing	au	au	n	
Beijing	ou	ou	n	
Beijing	a n	a n	n c	
Beijing	e n	e n	n c	
Beijing	a ŋ	a ŋ	n c	
Beijing	ə ŋ	ə ŋ	n c	
Beijing	i	i	n	
Beijing	i a	i/j a	m n	
Beijing	i e	i/j e	m n	
Beijing	i au	i/j au	m n	
Beijing	i ou	i/j ou	m n	
Beijing	i a n	i/j a n	m n c	
Beijing	i n	i n	n c	
Beijing	i a ŋ	i/j a ŋ	m n c	
Beijing	i ŋ	i ŋ	n c	
Beijing	u	u	n	
Beijing	u a	u/w a	m n	
Beijing	u o	u/w o	m n	
Beijing	u ai	u/w ai	m n	
Beijing	u ei	u/w ei	m n	
Beijing	u a n	u/w a n	m n c	
Beijing	u ə n	u/w e n	m n c	
Beijing	u a ŋ	u/w a ŋ	m n c	
Beijing	u ŋ	u ŋ	n c	
Beijing	u ə ŋ	u/w ə ŋ	m n c	
Beijing	y	y	n	
Beijing	y e	y/ɥ e	m n	
Beijing	y a n	y/ɥ a n	m n c	
Beijing	y u n	y/ɥ u n	m n c	
Beijing	y ŋ	y ŋ	n c	
Beijing	⁵⁵	⁵⁵	t/ip	
Beijing	³⁵	³⁵	t/ap	
Beijing	²¹⁴	²¹⁴	t/s	
Beijing	⁵¹	⁵¹	t/q	
Beijing	²¹/²¹⁴	²¹/²¹⁴	t/s	
Beijing	³⁵/²¹⁴	³⁵/²¹⁴	t/s	
Beijing	⁰	⁰	t	
Yangjiang	p	p	i	
Yangjiang	p’	pʰ	i	
Yangjiang	m	m	i	
Yangjiang	f	f	i	
Yangjiang	t	t	i	
Yangjiang	t’	tʰ	i	
Yangjiang	n	n	i	
Yangjiang	l	l	i	
Yangjiang	ɬ	ɬ	i	
Yangjiang	tʃ	tʃ	i	
Yangjiang	tʃ’	tʃʰ	i	
Yangjiang	ʃ	ʃ	i	
Yangjiang	j	j	i	
Yangjiang	k	k	i	
Yangjiang	k’	kʰ	i	
Yangjiang	ŋ	ŋ	i	
Yangjiang	h	h	i	
Yangjiang	kw	kʷ	i	
Yangjiang	k’w	kʷʰ	i	
Yangjiang	w	w	i	
Yangjiang	Ø	NULL	i	
Yangjiang	a	a	n	
Yangjiang	ai	ai	n	
Yangjiang	au	au	n	
Yangjiang	a m	a m	n c	
Yangjiang	a n	a n	n c	
Yangjiang	a ŋ	a ŋ	n c	
Yangjiang	a p	a p	n c	
